,Cluster No,Day,Time,Date,Month,Year,Previous_price,Demand_(MW),CCGT_Gen,Oil_Gen,Coal_Gen,Nuclear_Gen,Wind_Gen,NPS_Hydro_Gen,Solar_Gen
13/02/2017_01:00,,1,1,13,2,2017,42.82,30608,5761,0,2990,8344,9544,119,0
13/02/2017_02:00,,1,2,13,2,2017,38,29605,5633,0,3099,8342,9247,120,0
13/02/2017_03:00,,1,3,13,2,2017,36.55,29205,5471,0,3031,8340,9349,121,0
13/02/2017_04:00,,1,4,13,2,2017,40.99,28564,4991,0,2754,8356,9462,120,0
13/02/2017_05:00,,1,5,13,2,2017,44.2,29334,5528,0,3221,8495,9358,190,0
13/02/2017_06:00,,1,6,13,2,2017,59.63,33689,7984,0,3380,8518,9491,190,0
13/02/2017_07:00,,1,7,13,2,2017,46.6,39875,13774,0,3858,8518,9513,263,9
13/02/2017_08:00,,1,8,13,2,2017,51.36,43640,16075,0,3894,8513,9816,342,519
13/02/2017_09:00,,1,9,13,2,2017,54.92,46086,16548,0,4545,8511,9345,580,1850
13/02/2017_10:00,,1,10,13,2,2017,51.5,46376,16596,0,4505,8520,9437,521,3180
13/02/2017_11:00,,1,11,13,2,2017,57.69,46027,15520,0,4490,8517,9230,329,4200
13/02/2017_12:00,,1,12,13,2,2017,60.8,45810,14746,0,4415,8524,9429,298,4690
13/02/2017_13:00,,1,13,13,2,2017,60.4,44858,13365,0,4313,8535,9605,259,4750
13/02/2017_14:00,,1,14,13,2,2017,71.9,44285,13232,0,4365,8529,9556,271,3990
13/02/2017_15:00,,1,15,13,2,2017,64.92,43681,13781,0,4450,8529,9716,313,2550
13/02/2017_16:00,,1,16,13,2,2017,107.02,44225,16324,0,4859,8526,9588,409,896
13/02/2017_17:00,,1,17,13,2,2017,112.12,47369,18424,0,5284,8524,9728,726,0
13/02/2017_18:00,,1,18,13,2,2017,101.53,49701,19830,0,6009,8529,9815,901,0
13/02/2017_19:00,,1,19,13,2,2017,79.94,48232,19194,0,5429,8532,9812,661,0
13/02/2017_20:00,,1,20,13,2,2017,63.9,45523,18135,0,4354,8529,9675,344,0
13/02/2017_21:00,,1,21,13,2,2017,47.02,41958,15460,0,3391,8533,9759,313,0
13/02/2017_22:00,,1,22,13,2,2017,42.03,37248,12713,0,2947,8529,9487,255,0
13/02/2017_23:00,,1,23,13,2,2017,43.71,32730,7884,0,2819,8546,8899,157,0
14/02/2017_00:00,,2,0,14,2,2017,44.53,31488,7433,0,2851,8498,8711,150,0
14/02/2017_01:00,,2,1,14,2,2017,44.01,31502,7888,0,2946,8383,8681,111,0
14/02/2017_02:00,,2,2,14,2,2017,41.59,30583,7335,0,2863,8380,8901,109,0
14/02/2017_03:00,,2,3,14,2,2017,40,30149,6945,0,2746,8389,8800,108,0
14/02/2017_04:00,,2,4,14,2,2017,39.97,29559,6397,0,2767,8392,8672,108,0
14/02/2017_05:00,,2,5,14,2,2017,40.45,30244,7524,0,3114,8400,8721,140,0
14/02/2017_06:00,,2,6,14,2,2017,45,34172,10598,0,3504,8399,8378,178,0
14/02/2017_07:00,,2,7,14,2,2017,58,40934,16262,0,4379,8391,8164,364,8
14/02/2017_08:00,,2,8,14,2,2017,74.08,44186,19370,0,4420,8391,7992,366,451
14/02/2017_09:00,,2,9,14,2,2017,79.98,46250,20049,0,4667,8409,7803,442,1230
14/02/2017_10:00,,2,10,14,2,2017,79.92,46730,20754,0,4767,8418,7204,453,1900
14/02/2017_11:00,,2,11,14,2,2017,75.02,46710,20517,0,4858,8322,6833,268,2600
14/02/2017_12:00,,2,12,14,2,2017,74.47,46595,20804,0,4742,8194,6274,262,2840
14/02/2017_13:00,,2,13,14,2,2017,59.82,45837,21407,0,4614,8224,5848,207,2540
14/02/2017_14:00,,2,14,14,2,2017,59.71,45349,21910,0,4672,8459,5237,198,1870
14/02/2017_15:00,,2,15,14,2,2017,66,44969,22185,0,5066,8468,5055,302,1060
14/02/2017_16:00,,2,16,14,2,2017,122.66,45835,22997,0,5317,8463,4698,398,287
14/02/2017_17:00,,2,17,14,2,2017,146.12,48476,23881,0,6132,8462,4698,968,27
14/02/2017_18:00,,2,18,14,2,2017,118.42,49655,24243,0,6764,8415,5062,895,0
14/02/2017_19:00,,2,19,14,2,2017,84.98,48237,24002,0,6837,8191,4860,752,0
14/02/2017_20:00,,2,20,14,2,2017,54.44,45740,22803,0,6082,8217,4739,559,0
14/02/2017_21:00,,2,21,14,2,2017,49,41298,20102,0,4683,8470,4231,251,0
14/02/2017_22:00,,2,22,14,2,2017,42.69,37014,16431,0,4549,8468,3766,255,0
14/02/2017_23:00,,2,23,14,2,2017,44.66,32655,13138,0,4211,8467,3359,176,0
15/02/2017_00:00,,3,0,15,2,2017,44,31380,12496,0,4319,8461,3109,164,0
15/02/2017_01:00,,3,1,15,2,2017,43.01,31585,13255,0,4153,8196,3150,121,0
15/02/2017_02:00,,3,2,15,2,2017,42.04,30534,13895,0,2986,8195,2727,119,0
15/02/2017_03:00,,3,3,15,2,2017,41.02,30113,13646,0,2915,8438,2581,118,0
15/02/2017_04:00,,3,4,15,2,2017,39.94,29173,12601,0,2954,8473,2645,108,0
15/02/2017_05:00,,3,5,15,2,2017,41.09,29671,12981,0,3302,8467,2650,140,0
15/02/2017_06:00,,3,6,15,2,2017,47,33728,15362,0,3947,8478,2501,142,0
15/02/2017_07:00,,3,7,15,2,2017,51.09,39769,21195,0,4813,8224,2522,412,2
15/02/2017_08:00,,3,8,15,2,2017,64.97,42513,22347,0,4755,8199,2762,492,289
15/02/2017_09:00,,3,9,15,2,2017,59.5,44390,22613,0,4960,8462,3107,623,814
15/02/2017_10:00,,3,10,15,2,2017,60,44670,22464,0,5024,8463,3217,620,1320
15/02/2017_11:00,,3,11,15,2,2017,62.42,44809,22470,0,4902,8463,3373,346,1610
15/02/2017_12:00,,3,12,15,2,2017,55.41,44714,22102,0,4569,8458,3792,291,1560
15/02/2017_13:00,,3,13,15,2,2017,50,44391,21950,0,4587,8460,4086,207,1450
15/02/2017_14:00,,3,14,15,2,2017,52.39,44254,21623,0,5128,8192,4500,199,1220
15/02/2017_15:00,,3,15,15,2,2017,78,44003,21129,0,5109,8191,4573,365,907
15/02/2017_16:00,,3,16,15,2,2017,105,44649,21581,0,5530,8351,4573,413,492
15/02/2017_17:00,,3,17,15,2,2017,139.94,46804,21852,0,6485,8462,5444,819,129
15/02/2017_18:00,,3,18,15,2,2017,105.35,48481,22365,0,7026,8469,5642,864,0
15/02/2017_19:00,,3,19,15,2,2017,84.94,46914,21712,0,6441,8468,6279,550,0
15/02/2017_20:00,,3,20,15,2,2017,56.66,44206,20005,0,5025,8461,6390,535,0
15/02/2017_21:00,,3,21,15,2,2017,48.01,40420,17704,0,3808,8198,6748,318,0
15/02/2017_22:00,,3,22,15,2,2017,42.58,35852,14504,0,3049,8194,7153,241,0
15/02/2017_23:00,,3,23,15,2,2017,43.3,32210,10632,0,2591,8457,7019,240,0
16/02/2017_00:00,,4,0,16,2,2017,43.57,30295,8276,0,2413,8469,7176,235,0
16/02/2017_01:00,,4,1,16,2,2017,43.07,30380,8549,0,2541,8471,7266,158,0
16/02/2017_02:00,,4,2,16,2,2017,42.55,29229,7754,0,2477,8471,7451,155,0
16/02/2017_03:00,,4,3,16,2,2017,41.96,28744,7171,0,2345,8464,7650,165,0
16/02/2017_04:00,,4,4,16,2,2017,41.02,28081,6814,0,2321,8388,7973,199,0
16/02/2017_05:00,,4,5,16,2,2017,42.5,28727,8695,0,2385,8186,7911,198,0
16/02/2017_06:00,,4,6,16,2,2017,47.34,32635,11511,0,2662,8306,7537,198,0
16/02/2017_07:00,,4,7,16,2,2017,51.93,38736,16086,0,3575,8467,7235,403,9
16/02/2017_08:00,,4,8,16,2,2017,49.05,41547,17415,0,3789,8466,7619,407,686
16/02/2017_09:00,,4,9,16,2,2017,61.6,42952,17144,0,3944,8462,7987,522,1710
16/02/2017_10:00,,4,10,16,2,2017,54.44,42974,16843,0,4299,8385,8055,552,2570
16/02/2017_11:00,,4,11,16,2,2017,56.86,42885,16345,0,4301,8195,8230,419,3400
16/02/2017_12:00,,4,12,16,2,2017,59.97,42936,16389,0,4288,8308,8281,387,3560
16/02/2017_13:00,,4,13,16,2,2017,54.1,42462,16007,0,4269,8461,8306,355,3230
16/02/2017_14:00,,4,14,16,2,2017,48,41931,16538,0,4278,8469,8187,364,2300
16/02/2017_15:00,,4,15,16,2,2017,61.1,41673,16806,0,4601,8465,8195,472,1340
16/02/2017_16:00,,4,16,16,2,2017,84.87,42425,18250,0,4912,8408,7598,516,521
16/02/2017_17:00,,4,17,16,2,2017,113.81,45175,19945,0,5319,8200,7243,801,54
16/02/2017_18:00,,4,18,16,2,2017,98.31,47521,21312,0,5401,8190,6732,1137,0
16/02/2017_19:00,,4,19,16,2,2017,79.7,46192,21137,0,5721,8346,6197,918,0
16/02/2017_20:00,,4,20,16,2,2017,54.44,43506,20357,0,5211,8462,5726,636,0
16/02/2017_21:00,,4,21,16,2,2017,45.06,40234,18767,0,4596,8460,5255,446,0
16/02/2017_22:00,,4,22,16,2,2017,43.32,35925,15935,0,4062,8457,4859,461,0
16/02/2017_23:00,,4,23,16,2,2017,45.08,32052,11377,0,3626,8458,4881,344,0
17/02/2017_00:00,,5,0,17,2,2017,45.44,30380,9735,0,3773,8191,4734,300,0
17/02/2017_01:00,,5,1,17,2,2017,44.96,30317,10203,0,3883,8212,4089,195,0
17/02/2017_02:00,,5,2,17,2,2017,43.09,29162,9206,0,3854,8426,3746,189,0
17/02/2017_03:00,,5,3,17,2,2017,41.99,28794,9266,0,3883,8417,3472,179,0
17/02/2017_04:00,,5,4,17,2,2017,41.66,28265,9416,0,4029,8425,3057,177,0
17/02/2017_05:00,,5,5,17,2,2017,43.97,29115,11945,0,4054,8417,2554,252,0
17/02/2017_06:00,,5,6,17,2,2017,45.51,33152,14750,0,4374,8416,2307,302,0
17/02/2017_07:00,,5,7,17,2,2017,52,38855,20194,0,4832,8414,1973,609,37
17/02/2017_08:00,,5,8,17,2,2017,63.47,42140,21198,0,4909,8418,1774,649,476
17/02/2017_09:00,,5,9,17,2,2017,64.96,44018,21799,0,5560,8420,1749,675,1120
17/02/2017_10:00,,5,10,17,2,2017,58.53,43986,21341,0,5446,8426,1732,679,1910
17/02/2017_11:00,,5,11,17,2,2017,45.53,43943,20336,0,5359,8426,1743,564,2740
17/02/2017_12:00,,5,12,17,2,2017,45.37,43455,20002,0,5139,8426,1801,528,3040
17/02/2017_13:00,,5,13,17,2,2017,45.08,42122,19516,0,5130,8416,1723,497,2970
17/02/2017_14:00,,5,14,17,2,2017,45.04,41550,18744,0,5131,8409,1957,504,2410
17/02/2017_15:00,,5,15,17,2,2017,45.26,40952,18880,0,5089,8412,2070,605,1610
17/02/2017_16:00,,5,16,17,2,2017,77.19,41097,19564,0,5187,8413,2059,663,736
17/02/2017_17:00,,5,17,17,2,2017,96.11,43528,20915,0,5785,8413,2340,1095,132
17/02/2017_18:00,,5,18,17,2,2017,62.96,45977,21713,0,6174,8419,2506,1091,0
17/02/2017_19:00,,5,19,17,2,2017,59.05,44449,21293,0,6179,8441,2630,1070,0
17/02/2017_20:00,,5,20,17,2,2017,50.32,41802,19327,0,5258,8486,3068,893,0
17/02/2017_21:00,,5,21,17,2,2017,49.5,38216,16845,0,4359,8485,3489,515,0
17/02/2017_22:00,,5,22,17,2,2017,43.49,34521,13776,0,4363,8461,3832,495,0
17/02/2017_23:00,,5,23,17,2,2017,45.99,31251,9906,0,3399,8466,4093,454,0
18/02/2017_00:00,,6,0,18,2,2017,50.06,29840,8774,0,3311,8465,4353,449,0
18/02/2017_01:00,,6,1,18,2,2017,46.36,29553,8884,0,3300,8468,4566,309,0
18/02/2017_02:00,,6,2,18,2,2017,44.98,28082,7808,0,3300,8463,4693,316,0
18/02/2017_03:00,,6,3,18,2,2017,43.52,27454,7383,0,3178,8470,4774,316,0
18/02/2017_04:00,,6,4,18,2,2017,41.94,26308,6590,0,2859,8462,4705,314,0
18/02/2017_05:00,,6,5,18,2,2017,42.93,26377,6385,0,2638,8411,4992,407,0
18/02/2017_06:00,,6,6,18,2,2017,41.02,28134,7436,0,3151,8488,4803,443,0
18/02/2017_07:00,,6,7,18,2,2017,43.86,30633,10406,0,3120,8483,4616,697,7
18/02/2017_08:00,,6,8,18,2,2017,47.26,33922,11824,0,2878,8490,5154,730,312
18/02/2017_09:00,,6,9,18,2,2017,54.44,37370,14258,0,2883,8480,5169,908,802
18/02/2017_10:00,,6,10,18,2,2017,56,38451,14823,0,3122,8490,5040,1037,1330
18/02/2017_11:00,,6,11,18,2,2017,53.96,38586,14148,0,3215,8490,5195,985,2070
18/02/2017_12:00,,6,12,18,2,2017,50,38358,12842,0,3205,8487,5626,990,2770
18/02/2017_13:00,,6,13,18,2,2017,45.54,37364,12152,0,2957,8486,5849,893,3150
18/02/2017_14:00,,6,14,18,2,2017,45.52,36126,11234,0,2636,8545,5833,755,2960
18/02/2017_15:00,,6,15,18,2,2017,45.09,35294,10430,0,2700,8551,6222,786,2200
18/02/2017_16:00,,6,16,18,2,2017,58.73,35885,12136,0,3103,8554,6387,848,1040
18/02/2017_17:00,,6,17,18,2,2017,80.01,39160,14278,0,3488,8562,6808,1228,149
18/02/2017_18:00,,6,18,18,2,2017,80.01,42412,16422,0,3672,8572,7088,1228,0
18/02/2017_19:00,,6,19,18,2,2017,59.77,40834,15826,0,3665,8562,7198,1155,0
18/02/2017_20:00,,6,20,18,2,2017,53.09,38192,14211,0,3271,8569,7465,1024,0
18/02/2017_21:00,,6,21,18,2,2017,52.04,35104,12072,0,3249,8566,7785,622,0
18/02/2017_22:00,,6,22,18,2,2017,45.03,31972,10112,0,3151,8566,7697,547,0
18/02/2017_23:00,,6,23,18,2,2017,46.54,29320,7150,0,2766,8566,7273,499,0
19/02/2017_00:00,,0,0,19,2,2017,47.34,28431,6018,0,2318,8563,6917,455,0
19/02/2017_01:00,,0,1,19,2,2017,48.36,28282,6181,0,2323,8561,6409,402,0
19/02/2017_02:00,,0,2,19,2,2017,44.53,26832,5724,0,2284,8562,6132,388,0
19/02/2017_03:00,,0,3,19,2,2017,43.5,25915,5736,0,2274,8566,6109,351,0
19/02/2017_04:00,,0,4,19,2,2017,41.98,25007,5459,0,2331,8568,5913,340,0
19/02/2017_05:00,,0,5,19,2,2017,41.19,24925,5677,0,2357,8565,5464,351,0
19/02/2017_06:00,,0,6,19,2,2017,43.05,25646,5648,0,2520,8565,5310,346,0
19/02/2017_07:00,,0,7,19,2,2017,42.86,27237,6151,0,2663,8573,4934,691,60
19/02/2017_08:00,,0,8,19,2,2017,43.62,30028,7313,0,2893,8579,4677,717,554
19/02/2017_09:00,,0,9,19,2,2017,49.42,33734,9358,0,3060,8584,4758,1136,1320
19/02/2017_10:00,,0,10,19,2,2017,63.4,35810,11396,0,3138,8584,4525,1142,1900
19/02/2017_11:00,,0,11,19,2,2017,53,36847,12350,0,2947,8583,4502,1150,2220
19/02/2017_12:00,,0,12,19,2,2017,54.71,37599,13268,0,3122,8584,4436,1106,2190
19/02/2017_13:00,,0,13,19,2,2017,50.77,37571,12799,0,3115,8578,4840,1109,1970
19/02/2017_14:00,,0,14,19,2,2017,49.48,36876,13050,0,3022,8577,4624,1114,1400
19/02/2017_15:00,,0,15,19,2,2017,51.73,36914,14030,0,3119,8572,4502,949,804
19/02/2017_16:00,,0,16,19,2,2017,56.92,38076,15605,0,3268,8572,4651,974,305
19/02/2017_17:00,,0,17,19,2,2017,84.26,41041,16581,0,3847,8572,4873,1210,21
19/02/2017_18:00,,0,18,19,2,2017,81.6,42697,17287,0,4133,8577,5385,1254,0
19/02/2017_19:00,,0,19,19,2,2017,69.91,41131,16148,0,3789,8580,5804,1171,0
19/02/2017_20:00,,0,20,19,2,2017,62,38589,14772,0,3673,8579,6592,1051,0
19/02/2017_21:00,,0,21,19,2,2017,50.39,35385,12607,0,3078,8575,6990,583,0
19/02/2017_22:00,,0,22,19,2,2017,44.03,32002,10522,0,3032,8531,7349,575,0
19/02/2017_23:00,,0,23,19,2,2017,44.05,28603,6925,0,2464,8436,6930,482,0
20/02/2017_00:00,,1,0,20,2,2017,45.03,27313,5808,0,2744,8425,6701,473,0
20/02/2017_01:00,,1,1,20,2,2017,44.58,27737,6346,0,2755,8410,7212,416,0
20/02/2017_02:00,,1,2,20,2,2017,44.03,26604,5850,0,2631,8407,7244,399,0
20/02/2017_03:00,,1,3,20,2,2017,43.91,25859,5687,0,2625,8413,7507,362,0
20/02/2017_04:00,,1,4,20,2,2017,42.6,25103,5199,0,2613,8418,7369,367,0
20/02/2017_05:00,,1,5,20,2,2017,41.99,26018,7133,0,2702,8411,7272,412,0
20/02/2017_06:00,,1,6,20,2,2017,50.36,30446,8988,0,3267,8416,7276,448,0
20/02/2017_07:00,,1,7,20,2,2017,49.9,36654,13777,0,3988,8412,7765,667,12
20/02/2017_08:00,,1,8,20,2,2017,57.78,39531,15584,0,4209,8404,7993,685,370
20/02/2017_09:00,,1,9,20,2,2017,65.16,40991,15306,0,4390,8405,8378,772,1110
20/02/2017_10:00,,1,10,20,2,2017,55.93,41232,14806,0,4331,8413,8789,798,2170
20/02/2017_11:00,,1,11,20,2,2017,57.36,41740,14365,0,4060,8418,8941,671,3150
20/02/2017_12:00,,1,12,20,2,2017,55.1,41640,14158,0,4018,8322,9151,662,2970
20/02/2017_13:00,,1,13,20,2,2017,55.47,40933,14280,0,4092,8323,9045,653,2570
20/02/2017_14:00,,1,14,20,2,2017,55.07,40242,14255,0,3868,8319,9312,655,1970
20/02/2017_15:00,,1,15,20,2,2017,55.47,39865,13521,0,3912,8317,9447,724,1310
20/02/2017_16:00,,1,16,20,2,2017,92.97,40555,14596,0,4086,8322,9058,733,622
20/02/2017_17:00,,1,17,20,2,2017,111.01,43185,16438,0,4727,8323,9173,901,165
20/02/2017_18:00,,1,18,20,2,2017,80,45852,18333,0,5129,8265,9358,899,0
20/02/2017_19:00,,1,19,20,2,2017,57.97,44332,17532,0,4975,8173,9089,912,0
20/02/2017_20:00,,1,20,20,2,2017,66.57,41626,15247,0,4794,8177,9054,998,0
20/02/2017_21:00,,1,21,20,2,2017,45.17,38369,13748,0,4055,8177,8695,683,0
20/02/2017_22:00,,1,22,20,2,2017,43.7,33953,11512,0,3539,8121,8297,621,0
20/02/2017_23:00,,1,23,20,2,2017,46.65,30028,6856,0,2792,8143,8034,621,0
21/02/2017_00:00,,2,0,21,2,2017,45.74,29043,6015,0,2782,8189,7842,625,0
21/02/2017_01:00,,2,1,21,2,2017,45.05,28889,6457,0,2783,8195,7372,551,0
21/02/2017_02:00,,2,2,21,2,2017,44.54,27791,5492,0,2727,8196,7331,550,0
21/02/2017_03:00,,2,3,21,2,2017,43.55,27042,5041,0,2521,8179,7358,517,0
21/02/2017_04:00,,2,4,21,2,2017,43.07,26609,5506,0,2130,8172,6875,525,0
21/02/2017_05:00,,2,5,21,2,2017,44.22,27238,6087,0,2715,8177,5893,872,0
21/02/2017_06:00,,2,6,21,2,2017,55.58,31696,8753,0,3507,8175,5323,1061,0
21/02/2017_07:00,,2,7,21,2,2017,45.05,37847,15621,0,4359,8166,4438,1137,24
21/02/2017_08:00,,2,8,21,2,2017,61.89,40710,17007,0,4574,8172,4143,1157,503
21/02/2017_09:00,,2,9,21,2,2017,65.54,41992,17360,0,4456,8164,3980,1178,1180
21/02/2017_10:00,,2,10,21,2,2017,60.93,41936,16836,0,4495,8165,4347,1117,1680
21/02/2017_11:00,,2,11,21,2,2017,61.48,41969,15965,0,4495,8170,5075,1045,1860
21/02/2017_12:00,,2,12,21,2,2017,57.96,42050,15568,0,4516,8174,6399,1070,1650
21/02/2017_13:00,,2,13,21,2,2017,51.78,41739,16376,0,4486,8177,7435,852,1320
21/02/2017_14:00,,2,14,21,2,2017,50.14,41492,16245,0,4554,8167,7643,802,1030
21/02/2017_15:00,,2,15,21,2,2017,49.08,40950,15077,0,4451,8170,8424,697,705
21/02/2017_16:00,,2,16,21,2,2017,80.84,41703,15744,0,4240,8167,9075,714,354
21/02/2017_17:00,,2,17,21,2,2017,112.61,43924,16356,0,4941,8168,9596,781,86
21/02/2017_18:00,,2,18,21,2,2017,78.46,45625,16476,0,5090,8170,10525,788,0
21/02/2017_19:00,,2,19,21,2,2017,65.26,43855,15751,0,4674,8076,10462,758,0
21/02/2017_20:00,,2,20,21,2,2017,53.33,41145,12969,0,4668,8076,10283,740,0
21/02/2017_21:00,,2,21,21,2,2017,46.66,37591,10390,0,4368,8000,10055,729,0
21/02/2017_22:00,,2,22,21,2,2017,42.75,33398,7250,0,3795,8000,9495,738,0
21/02/2017_23:00,,2,23,21,2,2017,44.98,29481,4974,0,2277,7998,9319,762,0
22/02/2017_00:00,,3,0,22,2,2017,45.44,27864,4761,0,1716,7990,9158,745,0
22/02/2017_01:00,,3,1,22,2,2017,45.02,28194,5081,0,1896,8021,9457,711,0
22/02/2017_02:00,,3,2,22,2,2017,44.58,27080,4635,0,1594,8031,9358,689,0
22/02/2017_03:00,,3,3,22,2,2017,43.43,26319,4466,0,1777,8060,9087,683,0
22/02/2017_04:00,,3,4,22,2,2017,41.97,25713,4278,0,1871,8104,8922,680,0
22/02/2017_05:00,,3,5,22,2,2017,44.51,26576,4376,0,1850,8102,8591,691,0
22/02/2017_06:00,,3,6,22,2,2017,55.89,30784,6639,0,2454,8104,8473,722,0
22/02/2017_07:00,,3,7,22,2,2017,46.98,36797,12233,0,3557,8097,8361,760,16
22/02/2017_08:00,,3,8,22,2,2017,55.05,39620,14965,0,3602,8095,8784,805,394
22/02/2017_09:00,,3,9,22,2,2017,57.37,41241,15297,0,3586,8082,8998,823,992
22/02/2017_10:00,,3,10,22,2,2017,55,41635,15398,0,3586,8054,9445,802,1560
22/02/2017_11:00,,3,11,22,2,2017,52.29,41709,14771,0,3588,8036,9942,732,1840
22/02/2017_12:00,,3,12,22,2,2017,51.08,42109,15027,0,3516,8026,10008,700,2040
22/02/2017_13:00,,3,13,22,2,2017,49.05,41848,14812,0,3509,8010,9927,660,2070
22/02/2017_14:00,,3,14,22,2,2017,52.97,41344,13991,0,3408,8054,9641,650,1610
22/02/2017_15:00,,3,15,22,2,2017,51.46,41031,14220,0,3384,8242,9124,686,1020
22/02/2017_16:00,,3,16,22,2,2017,65.29,41965,15112,0,4126,8251,8869,866,457
22/02/2017_17:00,,3,17,22,2,2017,87.7,44244,17715,0,4950,8247,7562,1222,58
22/02/2017_18:00,,3,18,22,2,2017,69.91,46629,20182,0,5396,8258,6454,1236,0
22/02/2017_19:00,,3,19,22,2,2017,63.78,45246,19659,0,5246,8253,5632,1238,0
22/02/2017_20:00,,3,20,22,2,2017,52.55,42795,19116,0,4806,8255,4471,1242,0
22/02/2017_21:00,,3,21,22,2,2017,49.39,39173,18001,0,3822,8254,3544,1144,0
22/02/2017_22:00,,3,22,22,2,2017,42.98,34995,14390,0,3674,8262,3179,1164,0
22/02/2017_23:00,,3,23,22,2,2017,44.07,31082,11275,0,2366,8268,3368,944,0
23/02/2017_00:00,,4,0,23,2,2017,45.86,29441,9091,0,2280,8261,3833,1088,0
23/02/2017_01:00,,4,1,23,2,2017,45.02,29186,8648,0,2291,8254,4836,933,0
23/02/2017_02:00,,4,2,23,2,2017,43.94,27628,6558,0,2276,8250,6280,824,0
23/02/2017_03:00,,4,3,23,2,2017,43.34,26838,5924,0,2102,8251,7618,819,0
23/02/2017_04:00,,4,4,23,2,2017,43.34,26024,5205,0,1821,8255,8617,647,0
23/02/2017_05:00,,4,5,23,2,2017,43.37,27303,5180,0,1974,8253,8927,739,0
23/02/2017_06:00,,4,6,23,2,2017,52.06,31658,7036,0,2356,8068,8858,946,0
23/02/2017_07:00,,4,7,23,2,2017,53.32,37601,11256,0,3808,8014,8515,1240,13
23/02/2017_08:00,,4,8,23,2,2017,60.36,40621,12919,0,4141,8018,7948,1294,573
23/02/2017_09:00,,4,9,23,2,2017,61.69,42652,13007,0,4108,8175,8465,1199,1690
23/02/2017_10:00,,4,10,23,2,2017,52.92,42947,12795,0,3937,8255,8930,1157,2310
23/02/2017_11:00,,4,11,23,2,2017,47.71,43526,14054,0,3957,8255,8112,1144,2480
23/02/2017_12:00,,4,12,23,2,2017,46.85,43928,15508,0,3720,8262,7442,1085,2400
23/02/2017_13:00,,4,13,23,2,2017,45.95,43300,16028,0,3728,8261,6763,896,2430
23/02/2017_14:00,,4,14,23,2,2017,48.89,42848,15458,0,3751,8254,7612,1018,2160
23/02/2017_15:00,,4,15,23,2,2017,51.42,42355,15635,0,3718,8186,7540,981,1730
23/02/2017_16:00,,4,16,23,2,2017,62.99,42868,17827,0,4168,8015,6485,991,891
23/02/2017_17:00,,4,17,23,2,2017,80.05,44424,19921,0,4815,8013,5935,1199,163
23/02/2017_18:00,,4,18,23,2,2017,70.12,46962,20343,0,5426,8010,6511,1317,0
23/02/2017_19:00,,4,19,23,2,2017,61.04,46196,20002,0,5415,8116,6584,1309,0
23/02/2017_20:00,,4,20,23,2,2017,53,43655,18006,0,4960,8249,6722,1293,0
23/02/2017_21:00,,4,21,23,2,2017,51.07,40311,15854,0,4232,8253,6941,1028,0
23/02/2017_22:00,,4,22,23,2,2017,43.52,35927,12182,0,3907,8251,7135,937,0
23/02/2017_23:00,,4,23,23,2,2017,42.65,32050,8698,0,3547,8253,7238,829,0
24/02/2017_00:00,,5,0,24,2,2017,45.49,30398,7694,0,3440,8260,7208,732,0
24/02/2017_01:00,,5,1,24,2,2017,50.92,30533,8210,0,3283,8254,6846,909,0
24/02/2017_02:00,,5,2,24,2,2017,45.94,29439,8364,0,3330,8178,6362,709,0
24/02/2017_03:00,,5,3,24,2,2017,43.91,28864,7884,0,3259,8177,6196,694,0
24/02/2017_04:00,,5,4,24,2,2017,43.01,28173,7671,0,3128,8040,6036,683,0
24/02/2017_05:00,,5,5,24,2,2017,43.98,29012,9065,0,3079,7939,5485,986,0
24/02/2017_06:00,,5,6,24,2,2017,50.01,33391,12632,0,3467,7934,4963,827,0
24/02/2017_07:00,,5,7,24,2,2017,51.92,39493,18841,0,3783,7935,4427,1236,188
24/02/2017_08:00,,5,8,24,2,2017,58.39,42574,19427,0,4003,8116,3987,1281,1480
24/02/2017_09:00,,5,9,24,2,2017,58.89,43831,19561,0,4007,8173,3470,1286,3220
24/02/2017_10:00,,5,10,24,2,2017,54.17,43692,19229,0,3942,8051,2977,1289,4500
24/02/2017_11:00,,5,11,24,2,2017,51.84,43578,19088,0,4029,8028,2661,1231,4470
24/02/2017_12:00,,5,12,24,2,2017,49.51,43403,19550,0,4084,8027,2278,1080,4320
24/02/2017_13:00,,5,13,24,2,2017,45.84,42615,19344,0,4040,7942,2160,980,4200
24/02/2017_14:00,,5,14,24,2,2017,47.06,41588,18981,0,3812,7822,2206,984,3540
24/02/2017_15:00,,5,15,24,2,2017,49.95,40659,18768,0,3800,7699,2401,1010,2570
24/02/2017_16:00,,5,16,24,2,2017,62.91,41182,19480,0,4341,7679,2731,981,1190
24/02/2017_17:00,,5,17,24,2,2017,75,43134,20364,0,4972,7588,3418,1329,178
24/02/2017_18:00,,5,18,24,2,2017,70.2,46269,21507,0,5078,7788,4465,1312,0
24/02/2017_19:00,,5,19,24,2,2017,60,45002,20561,0,4717,7901,5434,1331,0
24/02/2017_20:00,,5,20,24,2,2017,52.1,42240,18651,0,3831,7923,6308,872,0
24/02/2017_21:00,,5,21,24,2,2017,50.1,38340,16117,0,3370,7898,6169,719,0
24/02/2017_22:00,,5,22,24,2,2017,48,34521,13274,0,2556,7765,6358,696,0
24/02/2017_23:00,,5,23,24,2,2017,50.09,31215,10301,0,1598,7759,6624,713,0
