date,price_sterling,,
02/10/2018,58,14,
02/10/2018,56.45,15,
02/10/2018,60.1,16,
02/10/2018,67.28,17,
02/10/2018,83,18,
02/10/2018,89.95,19,
02/10/2018,73,20,
02/10/2018,63.65,21,
02/10/2018,59.24,22,
03/10/2018,56.23,23,
03/10/2018,54,0,
03/10/2018,54.91,1,
03/10/2018,55.1,2,
03/10/2018,64.9,3,
03/10/2018,65,4,
03/10/2018,70,5,
03/10/2018,77,6,
03/10/2018,78,7,
03/10/2018,85,8,
03/10/2018,78.99,9,
03/10/2018,69.88,10,
03/10/2018,68.78,11,
03/10/2018,68.94,12,
03/10/2018,65,13,
03/10/2018,62.03,14,
03/10/2018,58.7,15,
03/10/2018,67.38,16,
03/10/2018,72,17,
03/10/2018,89.81,18,
03/10/2018,88.86,19,
03/10/2018,71.74,20,
03/10/2018,66.69,21,
03/10/2018,59.94,22,
04/10/2018,67.93,23,
04/10/2018,54.95,0,
04/10/2018,54.42,1,
04/10/2018,54.49,2,
04/10/2018,56.3,3,
04/10/2018,56.3,4,
04/10/2018,67.98,5,
04/10/2018,73.16,6,
04/10/2018,73.94,7,
04/10/2018,74.93,8,
04/10/2018,72.07,9,
04/10/2018,66.8,10,
04/10/2018,65.14,11,
04/10/2018,61.72,12,
04/10/2018,58.47,13,
04/10/2018,55.57,14,
04/10/2018,59.57,15,
04/10/2018,68.14,16,
04/10/2018,73.25,17,
04/10/2018,82.96,18,
04/10/2018,90,19,
04/10/2018,72.65,20,
04/10/2018,69.36,21,
04/10/2018,64.8,22,
05/10/2018,64.97,23,
05/10/2018,59.14,0,
05/10/2018,56.64,1,
05/10/2018,56.3,2,
05/10/2018,55,3,
05/10/2018,55,4,
05/10/2018,59.05,5,
05/10/2018,71.74,6,
05/10/2018,72.58,7,
05/10/2018,76.5,8,
05/10/2018,73.3,9,
05/10/2018,68.05,10,
05/10/2018,67.95,11,
05/10/2018,59.59,12,
05/10/2018,59.57,13,
05/10/2018,58.51,14,
05/10/2018,58.52,15,
05/10/2018,68.52,16,
05/10/2018,75.2,17,
05/10/2018,88.71,18,
05/10/2018,93.7,19,
05/10/2018,72.46,20,
05/10/2018,61.95,21,
05/10/2018,57.01,22,
06/10/2018,71.93,23,
06/10/2018,62.76,0,
06/10/2018,59.09,1,
06/10/2018,56.58,2,
06/10/2018,54.93,3,
06/10/2018,54.91,4,
06/10/2018,53.99,5,
06/10/2018,56.7,6,
06/10/2018,57.76,7,
06/10/2018,74,8,
06/10/2018,86,9,
06/10/2018,86.96,10,
06/10/2018,83.6,11,
06/10/2018,78.99,12,
06/10/2018,66,13,
06/10/2018,56.99,14,
06/10/2018,55,15,
06/10/2018,58,16,
06/10/2018,65.51,17,
06/10/2018,83.71,18,
06/10/2018,86.98,19,
06/10/2018,65.42,20,
06/10/2018,64.53,21,
06/10/2018,58.53,22,
07/10/2018,78,23,
07/10/2018,65,0,
07/10/2018,66.56,1,
07/10/2018,66,2,
07/10/2018,60.43,3,
07/10/2018,58.96,4,
07/10/2018,58.95,5,
07/10/2018,60.22,6,
07/10/2018,61.65,7,
07/10/2018,69,8,
07/10/2018,79,9,
07/10/2018,74,10,
07/10/2018,65,11,
07/10/2018,56.8,12,
07/10/2018,47.57,13,
07/10/2018,49,14,
07/10/2018,52.54,15,
07/10/2018,57,16,
07/10/2018,72.6,17,
07/10/2018,89.14,18,
07/10/2018,92,19,
07/10/2018,78.57,20,
07/10/2018,62.11,21,
07/10/2018,57.53,22,
08/10/2018,50.22,23,
08/10/2018,46.29,0,
08/10/2018,44.17,1,
08/10/2018,42.53,2,
08/10/2018,43.08,3,
08/10/2018,47.99,4,
08/10/2018,56.56,5,
08/10/2018,71.87,6,
08/10/2018,74.27,7,
08/10/2018,76.02,8,
08/10/2018,73.17,9,
08/10/2018,65.5,10,
08/10/2018,64.43,11,
08/10/2018,62.5,12,
08/10/2018,59.36,13,
08/10/2018,57.82,14,
08/10/2018,57.48,15,
08/10/2018,67.31,16,
08/10/2018,77.26,17,
08/10/2018,91.92,18,
08/10/2018,89.45,19,
08/10/2018,70.38,20,
08/10/2018,63.69,21,
08/10/2018,60.75,22,
09/10/2018,61.64,23,
09/10/2018,52.27,0,
09/10/2018,51,1,
09/10/2018,47.32,2,
09/10/2018,50.18,3,
09/10/2018,54.68,4,
09/10/2018,66.83,5,
09/10/2018,80.08,6,
09/10/2018,84.74,7,
09/10/2018,82.7,8,
09/10/2018,72.36,9,
09/10/2018,61.99,10,
09/10/2018,61.86,11,
09/10/2018,60.96,12,
09/10/2018,57.29,13,
09/10/2018,57.74,14,
09/10/2018,60.78,15,
09/10/2018,71.44,16,
09/10/2018,80.98,17,
09/10/2018,99.22,18,
09/10/2018,85.21,19,
09/10/2018,72.66,20,
09/10/2018,62.96,21,
09/10/2018,56.52,22,
10/10/2018,58.43,23,
10/10/2018,53.98,0,
10/10/2018,54.98,1,
10/10/2018,55.67,2,
10/10/2018,58,3,
10/10/2018,63.41,4,
10/10/2018,65.35,5,
10/10/2018,79.71,6,
10/10/2018,86,7,
10/10/2018,90,8,
10/10/2018,76,9,
10/10/2018,67,10,
10/10/2018,65,11,
10/10/2018,60,12,
10/10/2018,56.02,13,
10/10/2018,55.27,14,
10/10/2018,55.03,15,
10/10/2018,62.77,16,
10/10/2018,72.6,17,
10/10/2018,86,18,
10/10/2018,86,19,
10/10/2018,70.25,20,
10/10/2018,58.81,21,
10/10/2018,53.93,22,
11/10/2018,65.1,23,
11/10/2018,48.26,0,
11/10/2018,46.25,1,
11/10/2018,48.49,2,
11/10/2018,54.22,3,
11/10/2018,53.07,4,
11/10/2018,61.6,5,
11/10/2018,75.03,6,
11/10/2018,65.67,7,
11/10/2018,76.5,8,
11/10/2018,65.5,9,
11/10/2018,63.36,10,
11/10/2018,60,11,
11/10/2018,58.17,12,
11/10/2018,54.7,13,
11/10/2018,54.04,14,
11/10/2018,55.57,15,
11/10/2018,65.21,16,
11/10/2018,73.29,17,
11/10/2018,92.99,18,
11/10/2018,93.4,19,
11/10/2018,76.5,20,
11/10/2018,62.37,21,
11/10/2018,58.21,22,
12/10/2018,72.57,23,
12/10/2018,62.68,0,
12/10/2018,58.8,1,
12/10/2018,55.92,2,
12/10/2018,41.03,3,
12/10/2018,44.48,4,
12/10/2018,48.42,5,
12/10/2018,62.6,6,
12/10/2018,64.04,7,
12/10/2018,62.9,8,
12/10/2018,62.9,9,
12/10/2018,59.26,10,
12/10/2018,57.1,11,
12/10/2018,57,12,
12/10/2018,50,13,
12/10/2018,49.92,14,
12/10/2018,51.38,15,
12/10/2018,60.74,16,
12/10/2018,63.11,17,
12/10/2018,85,18,
12/10/2018,81,19,
12/10/2018,63.15,20,
12/10/2018,58.22,21,
12/10/2018,55.92,22,
13/10/2018,52.97,23,
13/10/2018,50.13,0,
13/10/2018,50.13,1,
13/10/2018,53.95,2,
13/10/2018,53.96,3,
13/10/2018,58,4,
13/10/2018,62,5,
13/10/2018,57.1,6,
13/10/2018,56.44,7,
13/10/2018,65.53,8,
13/10/2018,77.1,9,
13/10/2018,76.61,10,
13/10/2018,68,11,
13/10/2018,54,12,
13/10/2018,47.92,13,
13/10/2018,41.17,14,
13/10/2018,47.4,15,
13/10/2018,54.25,16,
13/10/2018,59.96,17,
13/10/2018,88,18,
13/10/2018,87.4,19,
13/10/2018,70,20,
13/10/2018,58.83,21,
13/10/2018,56.32,22,
14/10/2018,49.92,23,
14/10/2018,53.02,0,
14/10/2018,55,1,
14/10/2018,58,2,
14/10/2018,62.1,3,
14/10/2018,66.83,4,
14/10/2018,74,5,
14/10/2018,75,6,
14/10/2018,53.97,7,
14/10/2018,55.98,8,
14/10/2018,61.36,9,
14/10/2018,73.4,10,
14/10/2018,76,11,
14/10/2018,80,12,
14/10/2018,68,13,
14/10/2018,59.27,14,
14/10/2018,55.6,15,
14/10/2018,64.5,16,
14/10/2018,79.54,17,
14/10/2018,92.7,18,
14/10/2018,91.51,19,
14/10/2018,78.99,20,
14/10/2018,68.74,21,
14/10/2018,57.93,22,
15/10/2018,63.22,23,
15/10/2018,55.72,0,
15/10/2018,62,1,
15/10/2018,57.98,2,
15/10/2018,52,3,
15/10/2018,52,4,
15/10/2018,61.51,5,
15/10/2018,71.19,6,
15/10/2018,70.89,7,
15/10/2018,74.42,8,
15/10/2018,72.91,9,
15/10/2018,72.79,10,
15/10/2018,67.24,11,
15/10/2018,62.77,12,
15/10/2018,62.45,13,
15/10/2018,63.19,14,
15/10/2018,64,15,
15/10/2018,72,16,
15/10/2018,81.28,17,
15/10/2018,96.92,18,
15/10/2018,90,19,
15/10/2018,71.84,20,
15/10/2018,63.19,21,
15/10/2018,57.08,22,
16/10/2018,66.9,23,
16/10/2018,57.42,0,
16/10/2018,56.53,1,
16/10/2018,55.8,2,
16/10/2018,54.92,3,
16/10/2018,53.15,4,
16/10/2018,65.59,5,
16/10/2018,74.86,6,
16/10/2018,81.77,7,
16/10/2018,77.58,8,
16/10/2018,71.59,9,
16/10/2018,66.99,10,
16/10/2018,64.13,11,
16/10/2018,63,12,
16/10/2018,59,13,
16/10/2018,59,14,
16/10/2018,57.99,15,
16/10/2018,69.18,16,
16/10/2018,77.44,17,
16/10/2018,90.47,18,
16/10/2018,80.65,19,
16/10/2018,68.12,20,
16/10/2018,64,21,
16/10/2018,60.25,22,
17/10/2018,57.41,23,
17/10/2018,53.7,0,
17/10/2018,53.81,1,
17/10/2018,53.67,2,
17/10/2018,53.37,3,
17/10/2018,53.69,4,
17/10/2018,66.18,5,
17/10/2018,79.82,6,
17/10/2018,77.21,7,
17/10/2018,78.1,8,
17/10/2018,72.26,9,
17/10/2018,67.1,10,
17/10/2018,64.43,11,
17/10/2018,63.93,12,
17/10/2018,61.99,13,
17/10/2018,61.64,14,
17/10/2018,68.59,15,
17/10/2018,74.58,16,
17/10/2018,80.87,17,
17/10/2018,101.3,18,
17/10/2018,78,19,
17/10/2018,67.95,20,
17/10/2018,62.29,21,
17/10/2018,55.77,22,
18/10/2018,57.04,23,
18/10/2018,53.31,0,
18/10/2018,53,1,
18/10/2018,53.04,2,
18/10/2018,50.74,3,
18/10/2018,50.09,4,
18/10/2018,55,5,
18/10/2018,67,6,
18/10/2018,75.28,7,
18/10/2018,77.5,8,
18/10/2018,72.67,9,
18/10/2018,67.1,10,
18/10/2018,63.19,11,
18/10/2018,62.11,12,
18/10/2018,57.8,13,
18/10/2018,56.33,14,
18/10/2018,56.33,15,
18/10/2018,73.01,16,
18/10/2018,81.6,17,
18/10/2018,104.9,18,
18/10/2018,94.93,19,
18/10/2018,63.95,20,
18/10/2018,58,21,
18/10/2018,57.88,22,
19/10/2018,58.13,23,
19/10/2018,53.59,0,
19/10/2018,54.06,1,
19/10/2018,53,2,
19/10/2018,52.17,3,
19/10/2018,51.97,4,
19/10/2018,55.26,5,
19/10/2018,69.49,6,
19/10/2018,75.63,7,
19/10/2018,75.8,8,
19/10/2018,73.7,9,
19/10/2018,67.62,10,
19/10/2018,62,11,
19/10/2018,55.93,12,
19/10/2018,54.78,13,
19/10/2018,54.79,14,
19/10/2018,55.92,15,
19/10/2018,66.35,16,
19/10/2018,74.24,17,
19/10/2018,100.07,18,
19/10/2018,90,19,
19/10/2018,62.49,20,
19/10/2018,60,21,
19/10/2018,55.62,22,
20/10/2018,70.27,23,
20/10/2018,60,0,
20/10/2018,60,1,
20/10/2018,55.01,2,
20/10/2018,54,3,
20/10/2018,51.71,4,
20/10/2018,51.8,5,
20/10/2018,54.59,6,
20/10/2018,59.08,7,
20/10/2018,74,8,
20/10/2018,80,9,
20/10/2018,73.3,10,
20/10/2018,66.6,11,
20/10/2018,58.8,12,
20/10/2018,54.3,13,
20/10/2018,52.8,14,
20/10/2018,55,15,
20/10/2018,55.45,16,
20/10/2018,73.61,17,
20/10/2018,100,18,
20/10/2018,82.9,19,
20/10/2018,72,20,
20/10/2018,63,21,
20/10/2018,54.72,22,
21/10/2018,72,23,
21/10/2018,66.77,0,
21/10/2018,68.02,1,
21/10/2018,60.88,2,
21/10/2018,53.8,3,
21/10/2018,49.91,4,
21/10/2018,50.07,5,
21/10/2018,54,6,
21/10/2018,54.3,7,
21/10/2018,65.03,8,
21/10/2018,63.73,9,
21/10/2018,69.7,10,
21/10/2018,63.86,11,
21/10/2018,62.7,12,
21/10/2018,55,13,
21/10/2018,53.8,14,
21/10/2018,59.33,15,
21/10/2018,60.2,16,
21/10/2018,74,17,
21/10/2018,99.93,18,
21/10/2018,88.98,19,
21/10/2018,66,20,
21/10/2018,59,21,
21/10/2018,54,22,
22/10/2018,57.5,23,
22/10/2018,50.54,0,
22/10/2018,50.05,1,
22/10/2018,53.2,2,
22/10/2018,51.86,3,
22/10/2018,56.8,4,
22/10/2018,58.95,5,
22/10/2018,68.29,6,
22/10/2018,69.4,7,
22/10/2018,79.96,8,
22/10/2018,78.99,9,
22/10/2018,68,10,
22/10/2018,61.85,11,
22/10/2018,56.24,12,
22/10/2018,53.5,13,
22/10/2018,53.09,14,
22/10/2018,54.54,15,
22/10/2018,62.96,16,
22/10/2018,80.28,17,
22/10/2018,101,18,
22/10/2018,83.97,19,
22/10/2018,61.11,20,
22/10/2018,54.02,21,
22/10/2018,49.8,22,
23/10/2018,50,23,
23/10/2018,47.79,0,
23/10/2018,45.29,1,
23/10/2018,40.86,2,
23/10/2018,35.75,3,
23/10/2018,44.28,4,
23/10/2018,49.14,5,
23/10/2018,65.3,6,
23/10/2018,69.33,7,
23/10/2018,72,8,
23/10/2018,65.61,9,
23/10/2018,63.24,10,
23/10/2018,59.39,11,
23/10/2018,58.27,12,
23/10/2018,53.51,13,
23/10/2018,52,14,
23/10/2018,53.52,15,
23/10/2018,58.01,16,
23/10/2018,73.8,17,
23/10/2018,95.1,18,
23/10/2018,80,19,
23/10/2018,61.29,20,
23/10/2018,61.1,21,
23/10/2018,54,22,
24/10/2018,50.52,23,
24/10/2018,46.34,0,
24/10/2018,44.5,1,
24/10/2018,39.51,2,
24/10/2018,39.97,3,
24/10/2018,45.71,4,
24/10/2018,54.6,5,
24/10/2018,70.4,6,
24/10/2018,66.71,7,
24/10/2018,70.84,8,
24/10/2018,68.57,9,
24/10/2018,66.43,10,
24/10/2018,64.41,11,
24/10/2018,61.42,12,
24/10/2018,57.77,13,
24/10/2018,56.7,14,
24/10/2018,58.66,15,
24/10/2018,61.3,16,
24/10/2018,75.11,17,
24/10/2018,93.6,18,
24/10/2018,79.7,19,
24/10/2018,66.28,20,
24/10/2018,62,21,
24/10/2018,60.44,22,
25/10/2018,58.79,23,
25/10/2018,51.5,0,
25/10/2018,51.16,1,
25/10/2018,51.14,2,
25/10/2018,47.91,3,
25/10/2018,51.15,4,
25/10/2018,59.48,5,
25/10/2018,70,6,
25/10/2018,72.1,7,
25/10/2018,74,8,
25/10/2018,73.52,9,
25/10/2018,69,10,
25/10/2018,67.99,11,
25/10/2018,63.97,12,
25/10/2018,62.82,13,
25/10/2018,60.52,14,
25/10/2018,60.39,15,
25/10/2018,67.03,16,
25/10/2018,76.83,17,
25/10/2018,87.03,18,
25/10/2018,73.52,19,
25/10/2018,65.35,20,
25/10/2018,62.45,21,
25/10/2018,59.56,22,
26/10/2018,61.22,23,
26/10/2018,53.96,0,
26/10/2018,52.77,1,
26/10/2018,49.31,2,
26/10/2018,45.6,3,
26/10/2018,52.11,4,
26/10/2018,60.64,5,
26/10/2018,68.49,6,
26/10/2018,73.46,7,
26/10/2018,79.79,8,
26/10/2018,77.91,9,
26/10/2018,71.49,10,
26/10/2018,66.34,11,
26/10/2018,64.1,12,
26/10/2018,55.44,13,
26/10/2018,53.1,14,
26/10/2018,53.81,15,
26/10/2018,60.14,16,
26/10/2018,68.4,17,
26/10/2018,79.05,18,
26/10/2018,69.65,19,
26/10/2018,61.72,20,
26/10/2018,59.75,21,
26/10/2018,55.29,22,
27/10/2018,62.22,23,
27/10/2018,58.6,0,
27/10/2018,56,1,
27/10/2018,57,2,
27/10/2018,49.61,3,
27/10/2018,48.27,4,
27/10/2018,56.73,5,
27/10/2018,58,6,
27/10/2018,55.53,7,
27/10/2018,63.77,8,
27/10/2018,67.31,9,
27/10/2018,66.86,10,
27/10/2018,65.63,11,
27/10/2018,59.6,12,
27/10/2018,56.87,13,
27/10/2018,54.82,14,
27/10/2018,57.03,15,
27/10/2018,63.59,16,
27/10/2018,77.25,17,
27/10/2018,99.2,18,
27/10/2018,79,19,
27/10/2018,62.63,20,
27/10/2018,57.6,21,
27/10/2018,55,22,
28/10/2018,58.7,23,
28/10/2018,54,0,
28/10/2018,52.59,0,
28/10/2018,46.93,1,
28/10/2018,47,2,
28/10/2018,46.9,3,
28/10/2018,51.06,4,
28/10/2018,53.08,5,
28/10/2018,45.62,6,
28/10/2018,49.6,7,
28/10/2018,53.52,8,
28/10/2018,61.6,9,
28/10/2018,60.3,10,
28/10/2018,64,11,
28/10/2018,61.03,12,
28/10/2018,68,13,
28/10/2018,76.2,14,
28/10/2018,70,15,
28/10/2018,122.54,16,
28/10/2018,99.8,17,
28/10/2018,70,18,
28/10/2018,62,19,
28/10/2018,58.7,20,
28/10/2018,54.63,21,
29/10/2018,52.58,22,
29/10/2018,53.8,23,
29/10/2018,51.91,0,
29/10/2018,50.96,1,
29/10/2018,52,2,
29/10/2018,51.41,3,
29/10/2018,56.55,4,
29/10/2018,71.48,5,
29/10/2018,70,6,
29/10/2018,75.7,7,
29/10/2018,73.74,8,
29/10/2018,62,9,
29/10/2018,56.55,10,
29/10/2018,57,11,
29/10/2018,56.57,12,
29/10/2018,62,13,
29/10/2018,64,14,
29/10/2018,85.75,15,
29/10/2018,109.77,16,
29/10/2018,103.85,17,
29/10/2018,76.37,18,
29/10/2018,64.1,19,
29/10/2018,58.91,20,
29/10/2018,52.02,21,
30/10/2018,55.03,22,
30/10/2018,53.04,23,
30/10/2018,51.97,0,
30/10/2018,51.58,1,
30/10/2018,51.04,2,
30/10/2018,52,3,
30/10/2018,63.98,4,
30/10/2018,68.78,5,
30/10/2018,63.8,6,
30/10/2018,79,7,
30/10/2018,74.86,8,
30/10/2018,69.38,9,
30/10/2018,61.81,10,
30/10/2018,60.88,11,
30/10/2018,60.21,12,
30/10/2018,58.8,13,
30/10/2018,60,14,
30/10/2018,70.76,15,
30/10/2018,100.01,16,
30/10/2018,92,17,
30/10/2018,70.47,18,
30/10/2018,66.35,19,
30/10/2018,63.95,20,
30/10/2018,56.77,21,
31/10/2018,59.75,22,
31/10/2018,55.39,23,
31/10/2018,54.3,0,
31/10/2018,51.19,1,
31/10/2018,50.58,2,
31/10/2018,52,3,
31/10/2018,59.74,4,
31/10/2018,67.9,5,
31/10/2018,76.34,6,
31/10/2018,75.74,7,
31/10/2018,71.76,8,
31/10/2018,71.98,9,
31/10/2018,65,10,
31/10/2018,66,11,
31/10/2018,62.5,12,
31/10/2018,63.49,13,
31/10/2018,67.26,14,
31/10/2018,78.06,15,
31/10/2018,88.32,16,
31/10/2018,84.95,17,
31/10/2018,69.75,18,
31/10/2018,61.18,19,
31/10/2018,61.8,20,
31/10/2018,55.27,21,
01/11/2018,53.77,22,
01/11/2018,53.27,23,
01/11/2018,53.33,0,
01/11/2018,53.08,1,
01/11/2018,51.56,2,
01/11/2018,51.53,3,
01/11/2018,53.86,4,
01/11/2018,65,5,
01/11/2018,60,6,
01/11/2018,74.2,7,
01/11/2018,77.65,8,
01/11/2018,70.34,9,
01/11/2018,58.77,10,
01/11/2018,58.2,11,
01/11/2018,57,12,
01/11/2018,57.67,13,
01/11/2018,57.8,14,
01/11/2018,72.62,15,
01/11/2018,99.98,16,
01/11/2018,81,17,
01/11/2018,77.4,18,
01/11/2018,65.1,19,
01/11/2018,61.09,20,
01/11/2018,54.07,21,
02/11/2018,51.32,22,
02/11/2018,52.24,23,
02/11/2018,50.71,0,
02/11/2018,50.56,1,
02/11/2018,49.52,2,
02/11/2018,49.96,3,
02/11/2018,54.32,4,
02/11/2018,62.34,5,
02/11/2018,66.85,6,
02/11/2018,66.27,7,
02/11/2018,64.08,8,
02/11/2018,63,9,
02/11/2018,59.03,10,
02/11/2018,59.7,11,
02/11/2018,57.1,12,
02/11/2018,59.6,13,
02/11/2018,64.07,14,
02/11/2018,74.59,15,
02/11/2018,94.53,16,
02/11/2018,73.3,17,
02/11/2018,64.46,18,
02/11/2018,57.9,19,
02/11/2018,58.47,20,
02/11/2018,56.5,21,
03/11/2018,63.6,22,
03/11/2018,56.12,23,
03/11/2018,49.38,0,
03/11/2018,46.84,1,
03/11/2018,45.03,2,
03/11/2018,45.12,3,
03/11/2018,46.52,4,
03/11/2018,51,5,
03/11/2018,52.75,6,
03/11/2018,58,7,
03/11/2018,57.55,8,
03/11/2018,55.97,9,
03/11/2018,54,10,
03/11/2018,52.53,11,
03/11/2018,49.33,12,
03/11/2018,51.23,13,
03/11/2018,55.19,14,
03/11/2018,62.91,15,
03/11/2018,76,16,
03/11/2018,69,17,
03/11/2018,62.65,18,
03/11/2018,56.01,19,
03/11/2018,55.3,20,
03/11/2018,51.91,21,
04/11/2018,53.51,22,
04/11/2018,46.38,23,
04/11/2018,45.17,0,
04/11/2018,40.54,1,
04/11/2018,40.03,2,
04/11/2018,42.58,3,
04/11/2018,44.2,4,
04/11/2018,45.8,5,
04/11/2018,41.17,6,
04/11/2018,45.24,7,
04/11/2018,57.5,8,
04/11/2018,62,9,
04/11/2018,60.6,10,
04/11/2018,62.01,11,
04/11/2018,62.01,12,
04/11/2018,68,13,
04/11/2018,49.4,14,
04/11/2018,62.31,15,
04/11/2018,94.97,16,
04/11/2018,79,17,
04/11/2018,74.59,18,
04/11/2018,65,19,
04/11/2018,56.6,20,
04/11/2018,49.53,21,
05/11/2018,53.3,22,
05/11/2018,52.55,23,
05/11/2018,52.26,0,
05/11/2018,50.05,1,
05/11/2018,49.5,2,
05/11/2018,48.98,3,
05/11/2018,52.3,4,
05/11/2018,60.79,5,
05/11/2018,59.95,6,
05/11/2018,61.32,7,
05/11/2018,61.73,8,
05/11/2018,61.39,9,
05/11/2018,59.38,10,
05/11/2018,60.4,11,
05/11/2018,61.3,12,
05/11/2018,63.76,13,
05/11/2018,64.7,14,
05/11/2018,77.97,15,
05/11/2018,100,16,
05/11/2018,74.4,17,
05/11/2018,68.93,18,
05/11/2018,57.68,19,
05/11/2018,55.75,20,
05/11/2018,49.51,21,
06/11/2018,56.2,22,
06/11/2018,51.94,23,
06/11/2018,52,0,
06/11/2018,51.96,1,
06/11/2018,49.1,2,
06/11/2018,47.6,3,
06/11/2018,51.15,4,
06/11/2018,60.88,5,
06/11/2018,62.8,6,
06/11/2018,61.14,7,
06/11/2018,58.63,8,
06/11/2018,57.21,9,
06/11/2018,54.41,10,
06/11/2018,55.91,11,
06/11/2018,54.7,12,
06/11/2018,55,13,
06/11/2018,57.18,14,
06/11/2018,66.91,15,
06/11/2018,76.52,16,
06/11/2018,66.68,17,
06/11/2018,67.1,18,
06/11/2018,54.96,19,
06/11/2018,53.19,20,
06/11/2018,48.95,21,
07/11/2018,50.91,22,
07/11/2018,64,23,
07/11/2018,58.63,0,
07/11/2018,55.04,1,
07/11/2018,46.6,2,
07/11/2018,46,3,
07/11/2018,57.91,4,
07/11/2018,59.82,5,
07/11/2018,57.8,6,
07/11/2018,59,7,
07/11/2018,65.52,8,
07/11/2018,57.3,9,
07/11/2018,53.46,10,
07/11/2018,54.06,11,
07/11/2018,56.69,12,
07/11/2018,58.68,13,
07/11/2018,60.54,14,
07/11/2018,65.5,15,
07/11/2018,86,16,
07/11/2018,79.94,17,
07/11/2018,62.87,18,
07/11/2018,55.73,19,
07/11/2018,57.99,20,
07/11/2018,54,21,
08/11/2018,53.94,22,
08/11/2018,55.8,23,
08/11/2018,53.42,0,
08/11/2018,50,1,
08/11/2018,49.21,2,
08/11/2018,48.93,3,
08/11/2018,51.04,4,
08/11/2018,59.87,5,
08/11/2018,61.61,6,
08/11/2018,61.5,7,
08/11/2018,57.74,8,
08/11/2018,57.5,9,
08/11/2018,55.4,10,
08/11/2018,56,11,
08/11/2018,57.55,12,
08/11/2018,58.23,13,
08/11/2018,62,14,
08/11/2018,77.2,15,
08/11/2018,80.47,16,
08/11/2018,67.75,17,
08/11/2018,61.72,18,
08/11/2018,55.96,19,
08/11/2018,53.28,20,
08/11/2018,49.82,21,
09/11/2018,59.61,22,
09/11/2018,55,23,
09/11/2018,52.47,0,
09/11/2018,53.19,1,
09/11/2018,45.15,2,
09/11/2018,45.8,3,
09/11/2018,56,4,
09/11/2018,62.01,5,
09/11/2018,65.01,6,
09/11/2018,71.84,7,
09/11/2018,62.77,8,
09/11/2018,59.26,9,
09/11/2018,57.25,10,
09/11/2018,55.81,11,
09/11/2018,56.43,12,
09/11/2018,57.79,13,
09/11/2018,56.95,14,
09/11/2018,62.61,15,
09/11/2018,81.5,16,
09/11/2018,70.57,17,
09/11/2018,67.8,18,
09/11/2018,58.68,19,
09/11/2018,54.59,20,
09/11/2018,48.93,21,
10/11/2018,49.21,22,
10/11/2018,49.95,23,
10/11/2018,46.9,0,
10/11/2018,50.3,1,
10/11/2018,50.23,2,
10/11/2018,50.3,3,
10/11/2018,54.43,4,
10/11/2018,61.7,5,
10/11/2018,54.44,6,
10/11/2018,57.42,7,
10/11/2018,59.68,8,
10/11/2018,62.37,9,
10/11/2018,62.15,10,
10/11/2018,64.71,11,
10/11/2018,62,12,
10/11/2018,59.9,13,
10/11/2018,56.26,14,
10/11/2018,79.1,15,
10/11/2018,92.99,16,
10/11/2018,82,17,
10/11/2018,66.79,18,
10/11/2018,62.5,19,
10/11/2018,58.01,20,
10/11/2018,56.02,21,
11/11/2018,69.4,22,
11/11/2018,74,23,
11/11/2018,70.33,0,
11/11/2018,59,1,
11/11/2018,51.3,2,
11/11/2018,47.92,3,
11/11/2018,48,4,
11/11/2018,50.43,5,
11/11/2018,43.23,6,
11/11/2018,51.49,7,
11/11/2018,61.04,8,
11/11/2018,61.01,9,
11/11/2018,59.24,10,
11/11/2018,58.5,11,
11/11/2018,58.08,12,
11/11/2018,59.05,13,
11/11/2018,48.66,14,
11/11/2018,72.47,15,
11/11/2018,94,16,
11/11/2018,75.2,17,
11/11/2018,59.5,18,
11/11/2018,55.33,19,
11/11/2018,51.5,20,
11/11/2018,49.6,21,
12/11/2018,50.49,22,
12/11/2018,51.09,23,
12/11/2018,51.02,0,
12/11/2018,46.51,1,
12/11/2018,37.93,2,
12/11/2018,42.57,3,
12/11/2018,57.85,4,
12/11/2018,62.93,5,
12/11/2018,58.64,6,
12/11/2018,60,7,
12/11/2018,61.45,8,
12/11/2018,58.94,9,
12/11/2018,57.81,10,
12/11/2018,55.69,11,
12/11/2018,57.34,12,
12/11/2018,58.04,13,
12/11/2018,61.58,14,
12/11/2018,76.27,15,
12/11/2018,87,16,
12/11/2018,73.38,17,
12/11/2018,63.58,18,
12/11/2018,54.73,19,
12/11/2018,54.76,20,
12/11/2018,50.63,21,
13/11/2018,54.02,22,
13/11/2018,55.9,23,
13/11/2018,55.9,0,
13/11/2018,49.94,1,
13/11/2018,46.14,2,
13/11/2018,45.62,3,
13/11/2018,56.06,4,
13/11/2018,61.22,5,
13/11/2018,62.79,6,
13/11/2018,63.23,7,
13/11/2018,61.28,8,
13/11/2018,58.27,9,
13/11/2018,56.84,10,
13/11/2018,57.21,11,
13/11/2018,60.23,12,
13/11/2018,61.06,13,
13/11/2018,64.3,14,
13/11/2018,81.43,15,
13/11/2018,90.97,16,
13/11/2018,71.04,17,
13/11/2018,65,18,
13/11/2018,59.39,19,
13/11/2018,59.09,20,
13/11/2018,52.52,21,
14/11/2018,53.98,22,
14/11/2018,57.3,23,
14/11/2018,49.96,0,
14/11/2018,43.22,1,
14/11/2018,41.71,2,
