date,price_sterling,,
31/03/2018,41,7,
31/03/2018,50.88,8,
31/03/2018,58.02,9,
31/03/2018,51.13,10,
31/03/2018,52.45,11,
31/03/2018,43,12,
31/03/2018,41,13,
31/03/2018,40.82,14,
31/03/2018,40.73,15,
31/03/2018,41.45,16,
31/03/2018,50,17,
31/03/2018,60.55,18,
31/03/2018,66.04,19,
31/03/2018,74.9,20,
31/03/2018,62.09,21,
31/03/2018,41.31,22,
01/04/2018,45.9,23,
01/04/2018,43,0,
01/04/2018,49.29,1,
01/04/2018,45.81,2,
01/04/2018,44.12,3,
01/04/2018,39.99,4,
01/04/2018,39.94,5,
01/04/2018,42.44,6,
01/04/2018,44.49,7,
01/04/2018,45.81,8,
01/04/2018,48,9,
01/04/2018,46.71,10,
01/04/2018,55.6,11,
01/04/2018,58,12,
01/04/2018,49.74,13,
01/04/2018,46,14,
01/04/2018,46,15,
01/04/2018,49.99,16,
01/04/2018,70,17,
01/04/2018,64.95,18,
01/04/2018,65.31,19,
01/04/2018,70,20,
01/04/2018,45.49,21,
01/04/2018,48.14,22,
02/04/2018,50.67,23,
02/04/2018,45,0,
02/04/2018,46.6,1,
02/04/2018,48.88,2,
02/04/2018,44.12,3,
02/04/2018,38.47,4,
02/04/2018,37.5,5,
02/04/2018,43.2,6,
02/04/2018,39.99,7,
02/04/2018,45.18,8,
02/04/2018,49.9,9,
02/04/2018,50,10,
02/04/2018,50.71,11,
02/04/2018,47.7,12,
02/04/2018,42.5,13,
02/04/2018,42.01,14,
02/04/2018,43.01,15,
02/04/2018,44.2,16,
02/04/2018,55.51,17,
02/04/2018,62.9,18,
02/04/2018,67.03,19,
02/04/2018,69.99,20,
02/04/2018,49.94,21,
02/04/2018,48.01,22,
03/04/2018,39.9,23,
03/04/2018,33.97,0,
03/04/2018,43.95,1,
03/04/2018,45.5,2,
03/04/2018,43.91,3,
03/04/2018,42.96,4,
03/04/2018,47.52,5,
03/04/2018,56.23,6,
03/04/2018,49.99,7,
03/04/2018,64,8,
03/04/2018,64.44,9,
03/04/2018,56.17,10,
03/04/2018,46,11,
03/04/2018,43.57,12,
03/04/2018,43,13,
03/04/2018,42,14,
03/04/2018,42,15,
03/04/2018,45.04,16,
03/04/2018,57.58,17,
03/04/2018,67,18,
03/04/2018,70,19,
03/04/2018,74.97,20,
03/04/2018,55,21,
03/04/2018,43,22,
04/04/2018,42,23,
04/04/2018,40.59,0,
04/04/2018,42,1,
04/04/2018,44.08,2,
04/04/2018,41.62,3,
04/04/2018,41.89,4,
04/04/2018,49.05,5,
04/04/2018,50.51,6,
04/04/2018,50.04,7,
04/04/2018,62.88,8,
04/04/2018,67.77,9,
04/04/2018,64.3,10,
04/04/2018,54.05,11,
04/04/2018,50.85,12,
04/04/2018,43.45,13,
04/04/2018,41.27,14,
04/04/2018,40.52,15,
04/04/2018,41.25,16,
04/04/2018,45.82,17,
04/04/2018,46.42,18,
04/04/2018,55.98,19,
04/04/2018,58.66,20,
04/04/2018,50.55,21,
04/04/2018,41,22,
05/04/2018,40.25,23,
05/04/2018,37.02,0,
05/04/2018,40.53,1,
05/04/2018,40.94,2,
05/04/2018,41.39,3,
05/04/2018,41.42,4,
05/04/2018,46.51,5,
05/04/2018,52,6,
05/04/2018,49.16,7,
05/04/2018,63.74,8,
05/04/2018,56.34,9,
05/04/2018,47.4,10,
05/04/2018,43.9,11,
05/04/2018,42.48,12,
05/04/2018,41.75,13,
05/04/2018,42,14,
05/04/2018,41.75,15,
05/04/2018,51.77,16,
05/04/2018,63.4,17,
05/04/2018,65.42,18,
05/04/2018,69.81,19,
05/04/2018,73.84,20,
05/04/2018,50.54,21,
05/04/2018,42,22,
06/04/2018,50.59,23,
06/04/2018,42.5,0,
06/04/2018,44.7,1,
06/04/2018,42.5,2,
06/04/2018,41.35,3,
06/04/2018,35.69,4,
06/04/2018,38.87,5,
06/04/2018,48.08,6,
06/04/2018,49.56,7,
06/04/2018,56.02,8,
06/04/2018,51,9,
06/04/2018,45.82,10,
06/04/2018,42.49,11,
06/04/2018,41.45,12,
06/04/2018,40.55,13,
06/04/2018,39.99,14,
06/04/2018,40,15,
06/04/2018,42.22,16,
06/04/2018,45.35,17,
06/04/2018,58.82,18,
06/04/2018,59.55,19,
06/04/2018,74.9,20,
06/04/2018,54.42,21,
06/04/2018,42.67,22,
07/04/2018,41.91,23,
07/04/2018,38.31,0,
07/04/2018,44.92,1,
07/04/2018,46.13,2,
07/04/2018,46.41,3,
07/04/2018,45.37,4,
07/04/2018,49.91,5,
07/04/2018,47,6,
07/04/2018,42.96,7,
07/04/2018,50.51,8,
07/04/2018,52.13,9,
07/04/2018,61.2,10,
07/04/2018,59.99,11,
07/04/2018,47.6,12,
07/04/2018,42.6,13,
07/04/2018,41.69,14,
07/04/2018,41.42,15,
07/04/2018,44.08,16,
07/04/2018,61.93,17,
07/04/2018,66.65,18,
07/04/2018,64.93,19,
07/04/2018,68.44,20,
07/04/2018,58,21,
07/04/2018,50.98,22,
08/04/2018,44.09,23,
08/04/2018,41.92,0,
08/04/2018,44.69,1,
08/04/2018,46.99,2,
08/04/2018,44.08,3,
08/04/2018,41.5,4,
08/04/2018,41.49,5,
08/04/2018,41.55,6,
08/04/2018,43,7,
08/04/2018,43.99,8,
08/04/2018,49.64,9,
08/04/2018,50.01,10,
08/04/2018,56.33,11,
08/04/2018,54.84,12,
08/04/2018,47.98,13,
08/04/2018,42.58,14,
08/04/2018,41.68,15,
08/04/2018,53.6,16,
08/04/2018,56.93,17,
08/04/2018,59.95,18,
08/04/2018,63.91,19,
08/04/2018,77.1,20,
08/04/2018,59.95,21,
08/04/2018,52.9,22,
09/04/2018,43.75,23,
09/04/2018,41.06,0,
09/04/2018,44.09,1,
09/04/2018,48,2,
09/04/2018,44.08,3,
09/04/2018,44.09,4,
09/04/2018,49.51,5,
09/04/2018,50.8,6,
09/04/2018,55.86,7,
09/04/2018,64.06,8,
09/04/2018,72.9,9,
09/04/2018,67.82,10,
09/04/2018,68,11,
09/04/2018,65,12,
09/04/2018,57,13,
09/04/2018,52.94,14,
09/04/2018,49.28,15,
09/04/2018,60.19,16,
09/04/2018,64.97,17,
09/04/2018,62.15,18,
09/04/2018,53.27,19,
09/04/2018,47.52,20,
09/04/2018,50.1,21,
09/04/2018,42.3,22,
10/04/2018,49.96,23,
10/04/2018,43,0,
10/04/2018,44,1,
10/04/2018,41.06,2,
10/04/2018,40.54,3,
10/04/2018,40,4,
10/04/2018,40.63,5,
10/04/2018,45.09,6,
10/04/2018,47.5,7,
10/04/2018,56.24,8,
10/04/2018,62.55,9,
10/04/2018,59.44,10,
10/04/2018,56.05,11,
10/04/2018,61.2,12,
10/04/2018,47.8,13,
10/04/2018,43.64,14,
10/04/2018,41.5,15,
10/04/2018,44,16,
10/04/2018,55.2,17,
10/04/2018,58,18,
10/04/2018,58.2,19,
10/04/2018,66.48,20,
10/04/2018,54,21,
10/04/2018,44.03,22,
11/04/2018,45.96,23,
11/04/2018,41.78,0,
11/04/2018,45,1,
11/04/2018,45,2,
11/04/2018,43.57,3,
11/04/2018,41.81,4,
11/04/2018,42,5,
11/04/2018,44.07,6,
11/04/2018,55.08,7,
11/04/2018,64.99,8,
11/04/2018,69.97,9,
11/04/2018,64,10,
11/04/2018,62,11,
11/04/2018,62,12,
11/04/2018,47.92,13,
11/04/2018,47.95,14,
11/04/2018,44.08,15,
11/04/2018,48,16,
11/04/2018,56.6,17,
11/04/2018,52,18,
11/04/2018,47,19,
11/04/2018,61.93,20,
11/04/2018,49.07,21,
11/04/2018,42,22,
12/04/2018,51.87,23,
12/04/2018,46,0,
12/04/2018,44.97,1,
12/04/2018,46.94,2,
12/04/2018,43.8,3,
12/04/2018,42.9,4,
12/04/2018,48.46,5,
12/04/2018,50.07,6,
12/04/2018,55.3,7,
12/04/2018,56.08,8,
12/04/2018,59.96,9,
12/04/2018,59.94,10,
12/04/2018,58,11,
12/04/2018,55.95,12,
12/04/2018,47.96,13,
12/04/2018,46.9,14,
12/04/2018,55.5,15,
12/04/2018,56.7,16,
12/04/2018,62.91,17,
12/04/2018,62.93,18,
12/04/2018,56.6,19,
12/04/2018,68,20,
12/04/2018,62.93,21,
12/04/2018,45.07,22,
13/04/2018,50,23,
13/04/2018,43.93,0,
13/04/2018,47.06,1,
13/04/2018,47.06,2,
13/04/2018,47.05,3,
13/04/2018,47.05,4,
13/04/2018,52.1,5,
13/04/2018,52.56,6,
13/04/2018,57.16,7,
13/04/2018,70.2,8,
13/04/2018,75.14,9,
13/04/2018,72,10,
13/04/2018,70,11,
13/04/2018,74,12,
13/04/2018,62,13,
13/04/2018,56,14,
13/04/2018,49.6,15,
13/04/2018,55.6,16,
13/04/2018,67.91,17,
13/04/2018,65.4,18,
13/04/2018,60.19,19,
13/04/2018,66,20,
13/04/2018,55.1,21,
13/04/2018,48,22,
14/04/2018,67.6,23,
14/04/2018,47,0,
14/04/2018,49.36,1,
14/04/2018,48,2,
14/04/2018,45.97,3,
14/04/2018,43.64,4,
14/04/2018,43.19,5,
14/04/2018,44,6,
14/04/2018,43.81,7,
14/04/2018,66.4,8,
14/04/2018,70,9,
14/04/2018,62.7,10,
14/04/2018,55.5,11,
14/04/2018,45,12,
14/04/2018,43.01,13,
14/04/2018,42.8,14,
14/04/2018,43.1,15,
14/04/2018,43.69,16,
14/04/2018,56.5,17,
14/04/2018,69.97,18,
14/04/2018,68,19,
14/04/2018,68.97,20,
14/04/2018,57.6,21,
14/04/2018,43.8,22,
15/04/2018,44.98,23,
15/04/2018,46.99,0,
15/04/2018,46.99,1,
15/04/2018,45,2,
15/04/2018,43.35,3,
15/04/2018,42.72,4,
15/04/2018,41,5,
15/04/2018,42.64,6,
15/04/2018,42,7,
15/04/2018,43.5,8,
15/04/2018,52.2,9,
15/04/2018,60.5,10,
15/04/2018,57.1,11,
15/04/2018,55,12,
15/04/2018,46,13,
15/04/2018,43.42,14,
15/04/2018,42.6,15,
15/04/2018,44.8,16,
15/04/2018,59.97,17,
15/04/2018,66.02,18,
15/04/2018,67.49,19,
15/04/2018,68,20,
15/04/2018,57.1,21,
15/04/2018,42.29,22,
16/04/2018,46.43,23,
16/04/2018,39.98,0,
16/04/2018,41.8,1,
16/04/2018,41.92,2,
16/04/2018,41.3,3,
16/04/2018,41.05,4,
16/04/2018,42.1,5,
16/04/2018,65.01,6,
16/04/2018,57.94,7,
16/04/2018,67.44,8,
16/04/2018,66.4,9,
16/04/2018,55,10,
16/04/2018,53,11,
16/04/2018,47.6,12,
16/04/2018,42.75,13,
16/04/2018,42.3,14,
16/04/2018,42,15,
16/04/2018,46,16,
16/04/2018,67.45,17,
16/04/2018,73,18,
16/04/2018,67.44,19,
16/04/2018,55,20,
16/04/2018,51,21,
16/04/2018,40,22,
17/04/2018,51.62,23,
17/04/2018,42,0,
17/04/2018,40,1,
17/04/2018,38.51,2,
17/04/2018,32.02,3,
17/04/2018,31.2,4,
17/04/2018,42.26,5,
17/04/2018,48.59,6,
17/04/2018,49.93,7,
17/04/2018,59.2,8,
17/04/2018,52.09,9,
17/04/2018,44,10,
17/04/2018,43,11,
17/04/2018,42.98,12,
17/04/2018,42,13,
17/04/2018,41.98,14,
17/04/2018,42,15,
17/04/2018,44.73,16,
17/04/2018,55.5,17,
17/04/2018,65.01,18,
17/04/2018,62.03,19,
17/04/2018,72.8,20,
17/04/2018,57.44,21,
17/04/2018,40.98,22,
18/04/2018,47.97,23,
18/04/2018,44.43,0,
18/04/2018,44.6,1,
18/04/2018,44.96,2,
18/04/2018,44.91,3,
18/04/2018,44.48,4,
18/04/2018,51.8,5,
18/04/2018,47.68,6,
18/04/2018,65.92,7,
18/04/2018,72.98,8,
18/04/2018,65.65,9,
18/04/2018,46.3,10,
18/04/2018,44.01,11,
18/04/2018,40.93,12,
18/04/2018,39.93,13,
18/04/2018,38.04,14,
18/04/2018,39.91,15,
18/04/2018,44,16,
18/04/2018,50.19,17,
18/04/2018,59,18,
18/04/2018,64,19,
18/04/2018,69.7,20,
18/04/2018,46.09,21,
18/04/2018,37.37,22,
19/04/2018,39,23,
19/04/2018,30,0,
19/04/2018,37.05,1,
19/04/2018,42.09,2,
19/04/2018,45.49,3,
19/04/2018,49.12,4,
19/04/2018,52.2,5,
19/04/2018,64.93,6,
19/04/2018,47.93,7,
19/04/2018,67.08,8,
19/04/2018,66.43,9,
19/04/2018,45,10,
19/04/2018,44.01,11,
19/04/2018,42.07,12,
19/04/2018,41.48,13,
19/04/2018,41.05,14,
19/04/2018,41.04,15,
19/04/2018,52.8,16,
19/04/2018,57.3,17,
19/04/2018,62,18,
19/04/2018,66,19,
19/04/2018,73,20,
19/04/2018,60,21,
19/04/2018,46.09,22,
20/04/2018,47.8,23,
20/04/2018,42,0,
20/04/2018,43.09,1,
20/04/2018,43.1,2,
20/04/2018,42,3,
20/04/2018,41.62,4,
20/04/2018,43.19,5,
20/04/2018,50,6,
20/04/2018,61.2,7,
20/04/2018,73.4,8,
20/04/2018,70,9,
20/04/2018,50,10,
20/04/2018,42.69,11,
20/04/2018,41.6,12,
20/04/2018,40.1,13,
20/04/2018,39,14,
20/04/2018,38.07,15,
20/04/2018,42.03,16,
20/04/2018,54.8,17,
20/04/2018,62,18,
20/04/2018,64.91,19,
20/04/2018,69,20,
20/04/2018,64,21,
20/04/2018,43.6,22,
21/04/2018,52,23,
21/04/2018,48.92,0,
21/04/2018,46.42,1,
21/04/2018,44.72,2,
21/04/2018,44,3,
21/04/2018,42.19,4,
21/04/2018,44,5,
21/04/2018,44.41,6,
21/04/2018,46.08,7,
21/04/2018,69.08,8,
21/04/2018,67.99,9,
21/04/2018,54.7,10,
21/04/2018,48.2,11,
21/04/2018,42.4,12,
21/04/2018,40.97,13,
21/04/2018,40.92,14,
21/04/2018,40.2,15,
21/04/2018,40.98,16,
21/04/2018,46.6,17,
21/04/2018,62,18,
21/04/2018,64.1,19,
21/04/2018,67.96,20,
21/04/2018,57,21,
21/04/2018,43,22,
22/04/2018,54.93,23,
22/04/2018,45.19,0,
22/04/2018,49.91,1,
22/04/2018,45.2,2,
22/04/2018,45.86,3,
22/04/2018,39,4,
22/04/2018,38.08,5,
22/04/2018,38.09,6,
22/04/2018,36.1,7,
22/04/2018,41.29,8,
22/04/2018,52.75,9,
22/04/2018,57.5,10,
22/04/2018,52.8,11,
22/04/2018,50,12,
22/04/2018,42,13,
22/04/2018,40,14,
22/04/2018,38.52,15,
22/04/2018,40.78,16,
22/04/2018,54,17,
22/04/2018,58.4,18,
22/04/2018,58,19,
22/04/2018,67.96,20,
22/04/2018,65.07,21,
22/04/2018,42,22,
23/04/2018,50.09,23,
23/04/2018,34,0,
23/04/2018,33.4,1,
23/04/2018,30,2,
23/04/2018,25.5,3,
23/04/2018,25,4,
23/04/2018,36.9,5,
23/04/2018,50,6,
23/04/2018,49.2,7,
23/04/2018,60.2,8,
23/04/2018,55.57,9,
23/04/2018,46,10,
23/04/2018,44.5,11,
23/04/2018,47,12,
23/04/2018,45.9,13,
23/04/2018,41.55,14,
23/04/2018,44.7,15,
23/04/2018,58.01,16,
23/04/2018,68.1,17,
23/04/2018,70,18,
23/04/2018,62,19,
23/04/2018,65.4,20,
23/04/2018,48,21,
23/04/2018,40,22,
24/04/2018,45.93,23,
24/04/2018,35.1,0,
24/04/2018,37.56,1,
24/04/2018,39.39,2,
24/04/2018,36,3,
24/04/2018,34.95,4,
24/04/2018,50,5,
24/04/2018,55.08,6,
24/04/2018,44.3,7,
24/04/2018,51,8,
24/04/2018,54.6,9,
24/04/2018,58.44,10,
24/04/2018,50,11,
24/04/2018,50,12,
24/04/2018,47.96,13,
24/04/2018,48,14,
24/04/2018,48.08,15,
24/04/2018,61.5,16,
24/04/2018,72,17,
24/04/2018,74.06,18,
24/04/2018,65.69,19,
24/04/2018,69.82,20,
24/04/2018,51,21,
24/04/2018,49.54,22,
25/04/2018,50.01,23,
25/04/2018,44.01,0,
25/04/2018,44,1,
25/04/2018,42.71,2,
25/04/2018,42.57,3,
25/04/2018,42.37,4,
25/04/2018,44,5,
25/04/2018,56,6,
25/04/2018,65.21,7,
25/04/2018,72,8,
25/04/2018,59.3,9,
25/04/2018,45,10,
25/04/2018,44.99,11,
25/04/2018,43.6,12,
25/04/2018,42.5,13,
25/04/2018,42.39,14,
25/04/2018,42,15,
25/04/2018,48.1,16,
25/04/2018,53.1,17,
25/04/2018,56.8,18,
25/04/2018,53.4,19,
25/04/2018,57.71,20,
25/04/2018,51.07,21,
25/04/2018,42.2,22,
26/04/2018,46,23,
26/04/2018,46.99,0,
26/04/2018,45.1,1,
26/04/2018,44.41,2,
26/04/2018,40,3,
26/04/2018,37.52,4,
26/04/2018,48,5,
26/04/2018,58.95,6,
26/04/2018,50,7,
26/04/2018,64,8,
26/04/2018,50.12,9,
26/04/2018,44.01,10,
26/04/2018,44.01,11,
26/04/2018,44,12,
26/04/2018,44,13,
26/04/2018,44.01,14,
26/04/2018,41.32,15,
26/04/2018,45.8,16,
26/04/2018,51.64,17,
26/04/2018,56.36,18,
26/04/2018,65.9,19,
26/04/2018,71.99,20,
26/04/2018,69.95,21,
26/04/2018,50.01,22,
27/04/2018,45.5,23,
27/04/2018,43.92,0,
27/04/2018,46,1,
27/04/2018,46.42,2,
27/04/2018,43.16,3,
27/04/2018,40.7,4,
27/04/2018,43.12,5,
27/04/2018,43.96,6,
27/04/2018,60,7,
27/04/2018,79.99,8,
27/04/2018,85.95,9,
27/04/2018,78.99,10,
27/04/2018,75.3,11,
27/04/2018,71.53,12,
27/04/2018,67.3,13,
27/04/2018,52.1,14,
27/04/2018,45,15,
27/04/2018,59.4,16,
27/04/2018,55,17,
27/04/2018,58,18,
27/04/2018,58,19,
27/04/2018,56.89,20,
27/04/2018,52.56,21,
27/04/2018,48.55,22,
28/04/2018,55.5,23,
28/04/2018,46.73,0,
28/04/2018,46.73,1,
28/04/2018,42.51,2,
28/04/2018,41.7,3,
28/04/2018,40,4,
28/04/2018,40,5,
28/04/2018,41.97,6,
28/04/2018,44.05,7,
28/04/2018,51.07,8,
28/04/2018,60,9,
28/04/2018,58,10,
28/04/2018,53,11,
28/04/2018,50.2,12,
28/04/2018,44,13,
28/04/2018,43.01,14,
28/04/2018,43.51,15,
28/04/2018,43.97,16,
28/04/2018,58,17,
28/04/2018,69.94,18,
28/04/2018,67,19,
28/04/2018,66,20,
28/04/2018,63.87,21,
28/04/2018,45.99,22,
29/04/2018,61.94,23,
29/04/2018,55,0,
29/04/2018,52,1,
29/04/2018,47.35,2,
29/04/2018,46,3,
29/04/2018,39.99,4,
29/04/2018,38.55,5,
29/04/2018,42,6,
29/04/2018,41.07,7,
29/04/2018,44.84,8,
29/04/2018,45.7,9,
29/04/2018,54,10,
29/04/2018,56,11,
29/04/2018,60.29,12,
29/04/2018,51.5,13,
29/04/2018,45.89,14,
29/04/2018,44.3,15,
29/04/2018,54,16,
29/04/2018,70,17,
29/04/2018,71.2,18,
29/04/2018,58,19,
29/04/2018,58,20,
29/04/2018,52,21,
29/04/2018,43.03,22,
30/04/2018,50.99,23,
30/04/2018,50,0,
30/04/2018,42.53,1,
30/04/2018,42.58,2,
30/04/2018,40.98,3,
30/04/2018,40,4,
30/04/2018,44,5,
30/04/2018,50.51,6,
30/04/2018,47.5,7,
30/04/2018,64.94,8,
30/04/2018,64.99,9,
30/04/2018,58.7,10,
30/04/2018,47.5,11,
30/04/2018,45.51,12,
30/04/2018,44,13,
30/04/2018,42.58,14,
30/04/2018,42.06,15,
30/04/2018,48,16,
30/04/2018,71,17,
30/04/2018,75,18,
30/04/2018,71.03,19,
30/04/2018,66,20,
30/04/2018,55,21,
30/04/2018,44.85,22,
01/05/2018,48,23,
01/05/2018,43.65,0,
01/05/2018,43.75,1,
01/05/2018,47.07,2,
01/05/2018,43.49,3,
01/05/2018,43.51,4,
01/05/2018,47.91,5,
01/05/2018,53,6,
01/05/2018,75.01,7,
01/05/2018,75.92,8,
01/05/2018,68.18,9,
01/05/2018,51.4,10,
01/05/2018,49.88,11,
01/05/2018,51.21,12,
01/05/2018,44.1,13,
01/05/2018,41.98,14,
01/05/2018,40,15,
01/05/2018,44.1,16,
01/05/2018,50,17,
01/05/2018,56,18,
01/05/2018,53,19,
01/05/2018,51.89,20,
01/05/2018,47.4,21,
01/05/2018,39.91,22,
02/05/2018,42.54,23,
02/05/2018,37,0,
02/05/2018,42,1,
02/05/2018,44,2,
02/05/2018,47.48,3,
02/05/2018,47.9,4,
02/05/2018,48.09,5,
02/05/2018,54.12,6,
02/05/2018,52.36,7,
02/05/2018,71.91,8,
02/05/2018,70,9,
02/05/2018,54,10,
02/05/2018,48.99,11,
02/05/2018,46.53,12,
02/05/2018,43.7,13,
02/05/2018,39.98,14,
02/05/2018,39.98,15,
02/05/2018,45.71,16,
02/05/2018,56,17,
02/05/2018,67,18,
02/05/2018,70,19,
02/05/2018,71.98,20,
02/05/2018,60,21,
02/05/2018,47.52,22,
03/05/2018,54.31,23,
03/05/2018,43.19,0,
03/05/2018,43.03,1,
03/05/2018,43.31,2,
03/05/2018,43.44,3,
03/05/2018,43.56,4,
03/05/2018,48,5,
03/05/2018,58,6,
03/05/2018,65.3,7,
03/05/2018,74,8,
03/05/2018,63,9,
03/05/2018,55.5,10,
03/05/2018,45.08,11,
03/05/2018,46,12,
03/05/2018,44.83,13,
03/05/2018,44.82,14,
03/05/2018,44,15,
03/05/2018,51.95,16,
03/05/2018,60,17,
03/05/2018,61,18,
03/05/2018,70,19,
03/05/2018,69.86,20,
03/05/2018,63.37,21,
03/05/2018,47.27,22,
04/05/2018,46.62,23,
04/05/2018,42.59,0,
04/05/2018,42.59,1,
04/05/2018,42.87,2,
04/05/2018,42.57,3,
04/05/2018,43.1,4,
04/05/2018,48.91,5,
04/05/2018,60.01,6,
04/05/2018,56.4,7,
04/05/2018,67,8,
04/05/2018,64.8,9,
04/05/2018,60,10,
04/05/2018,55,11,
04/05/2018,49.4,12,
04/05/2018,44,13,
04/05/2018,43.6,14,
04/05/2018,43.6,15,
04/05/2018,50,16,
04/05/2018,60,17,
04/05/2018,60,18,
04/05/2018,61.88,19,
04/05/2018,60,20,
04/05/2018,58,21,
04/05/2018,44.12,22,
05/05/2018,57.96,23,
05/05/2018,48.3,0,
05/05/2018,46.44,1,
05/05/2018,45,2,
05/05/2018,42.82,3,
05/05/2018,41.77,4,
05/05/2018,41.7,5,
05/05/2018,42,6,
05/05/2018,43.91,7,
05/05/2018,65,8,
05/05/2018,56,9,
05/05/2018,45,10,
05/05/2018,42.5,11,
05/05/2018,41.51,12,
05/05/2018,41.14,13,
05/05/2018,38,14,
05/05/2018,39.93,15,
05/05/2018,43.54,16,
05/05/2018,51.5,17,
05/05/2018,60,18,
05/05/2018,65.19,19,
05/05/2018,69.2,20,
05/05/2018,68,21,
05/05/2018,58.04,22,
06/05/2018,54.91,23,
06/05/2018,46.61,0,
06/05/2018,46.6,1,
06/05/2018,48,2,
06/05/2018,47.99,3,
06/05/2018,47.99,4,
06/05/2018,46.61,5,
06/05/2018,46.6,6,
06/05/2018,44.49,7,
06/05/2018,48,8,
06/05/2018,52.6,9,
06/05/2018,58.07,10,
06/05/2018,45.1,11,
06/05/2018,44.25,12,
06/05/2018,38.06,13,
06/05/2018,36,14,
06/05/2018,36,15,
06/05/2018,42.73,16,
06/05/2018,44.55,17,
06/05/2018,51.45,18,
06/05/2018,60,19,
06/05/2018,70,20,
06/05/2018,79.92,21,
06/05/2018,56.91,22,
07/05/2018,55,23,
07/05/2018,47.99,0,
07/05/2018,49.92,1,
07/05/2018,48,2,
07/05/2018,46.43,3,
07/05/2018,46.45,4,
07/05/2018,46,5,
07/05/2018,44.95,6,
07/05/2018,45.1,7,
07/05/2018,49.99,8,
07/05/2018,52.7,9,
07/05/2018,50,10,
07/05/2018,44,11,
07/05/2018,43,12,
07/05/2018,42.47,13,
07/05/2018,40.6,14,
07/05/2018,42.8,15,
07/05/2018,43.9,16,
07/05/2018,51,17,
07/05/2018,62,18,
07/05/2018,67,19,
07/05/2018,67.91,20,
07/05/2018,71.3,21,
07/05/2018,52,22,
08/05/2018,46.7,23,
08/05/2018,46.1,0,
08/05/2018,43.4,1,
08/05/2018,43.3,2,
08/05/2018,42.53,3,
08/05/2018,42.52,4,
08/05/2018,42.67,5,
08/05/2018,47.7,6,
08/05/2018,66,7,
08/05/2018,67,8,
08/05/2018,56,9,
08/05/2018,44.11,10,
08/05/2018,43.75,11,
08/05/2018,43.4,12,
08/05/2018,42.4,13,
08/05/2018,38.56,14,
08/05/2018,42.96,15,
08/05/2018,50.49,16,
08/05/2018,64.01,17,
08/05/2018,64,18,
08/05/2018,63,19,
08/05/2018,66,20,
08/05/2018,67.86,21,
08/05/2018,44.1,22,
09/05/2018,49.67,23,
09/05/2018,43.89,0,
09/05/2018,44.38,1,
09/05/2018,43.89,2,
09/05/2018,43.89,3,
09/05/2018,43.56,4,
09/05/2018,45.88,5,
09/05/2018,53.86,6,
09/05/2018,66.16,7,
09/05/2018,69.41,8,
09/05/2018,51.93,9,
09/05/2018,44.18,10,
09/05/2018,42.89,11,
09/05/2018,42.69,12,
09/05/2018,40,13,
09/05/2018,39.99,14,
09/05/2018,42.05,15,
09/05/2018,44.88,16,
09/05/2018,56.7,17,
09/05/2018,62,18,
09/05/2018,65.62,19,
09/05/2018,64.06,20,
09/05/2018,62.84,21,
09/05/2018,47.48,22,
10/05/2018,58,23,
10/05/2018,47.9,0,
10/05/2018,44.9,1,
10/05/2018,43.7,2,
10/05/2018,39.01,3,
10/05/2018,38,4,
10/05/2018,43.66,5,
10/05/2018,49.7,6,
10/05/2018,65,7,
10/05/2018,67,8,
10/05/2018,55,9,
10/05/2018,45.7,10,
10/05/2018,45.71,11,
10/05/2018,49.4,12,
10/05/2018,48.2,13,
10/05/2018,48,14,
10/05/2018,45.71,15,
10/05/2018,54,16,
10/05/2018,56.3,17,
10/05/2018,65.01,18,
10/05/2018,70.8,19,
10/05/2018,71.89,20,
10/05/2018,70,21,
10/05/2018,52,22,
11/05/2018,78,23,
11/05/2018,64,0,
11/05/2018,49.99,1,
11/05/2018,47.74,2,
11/05/2018,41.6,3,
11/05/2018,37.99,4,
11/05/2018,43.07,5,
11/05/2018,46.7,6,
11/05/2018,66.5,7,
11/05/2018,65.3,8,
11/05/2018,50.29,9,
11/05/2018,44,10,
11/05/2018,43.48,11,
11/05/2018,41,12,
11/05/2018,40,13,
11/05/2018,39.96,14,
11/05/2018,39.91,15,
11/05/2018,44.23,16,
11/05/2018,49.41,17,
11/05/2018,55.66,18,
11/05/2018,64.62,19,
11/05/2018,68,20,
11/05/2018,70,21,
11/05/2018,53.01,22,
12/05/2018,43.81,23,
12/05/2018,43.15,0,
12/05/2018,43,1,
12/05/2018,43.91,2,
12/05/2018,46,3,
12/05/2018,46,4,
12/05/2018,46.01,5,
12/05/2018,46,6,
12/05/2018,43.97,7,
12/05/2018,52,8,
12/05/2018,58,9,
12/05/2018,60,10,
12/05/2018,58,11,
12/05/2018,50.6,12,
12/05/2018,46.19,13,
12/05/2018,44,14,
12/05/2018,43.19,15,
12/05/2018,49.6,16,
12/05/2018,58,17,
12/05/2018,69,18,
12/05/2018,64.4,19,
12/05/2018,65.8,20,
12/05/2018,64,21,
12/05/2018,53,22,
13/05/2018,56,23,
13/05/2018,49.7,0,
13/05/2018,48.73,1,
13/05/2018,47.99,2,
13/05/2018,45.8,3,
13/05/2018,45.8,4,
13/05/2018,44.32,5,
13/05/2018,44.21,6,
13/05/2018,44.04,7,
13/05/2018,44.8,8,
13/05/2018,48.5,9,
13/05/2018,58.6,10,
13/05/2018,62,11,
13/05/2018,56,12,
13/05/2018,48,13,
13/05/2018,46.22,14,
