date,hour,CET/CEST time,price_sterling,
18/05/2018,02 - 03,03 - 04,"45,30",
18/05/2018,03 - 04,04 - 05,"43,73",
18/05/2018,04 - 05,05 - 06,"43,74",
18/05/2018,05 - 06,06 - 07,"44,74",
18/05/2018,06 - 07,07 - 08,"54,08",
18/05/2018,07 - 08,08 - 09,"54,36",
18/05/2018,08 - 09,09 - 10,"70,00",
18/05/2018,09 - 10,10 - 11,"65,80",
18/05/2018,10 - 11,11 - 12,"55,01",
18/05/2018,11 - 12,12 - 13,"48,23",
18/05/2018,12 - 13,13 - 14,"47,01",
18/05/2018,13 - 14,14 - 15,"48,00",
18/05/2018,14 - 15,15 - 16,"46,33",
18/05/2018,15 - 16,16 - 17,"46,63",
18/05/2018,16 - 17,17 - 18,"50,00",
18/05/2018,17 - 18,18 - 19,"65,70",
18/05/2018,18 - 19,19 - 20,"70,30",
18/05/2018,19 - 20,20 - 21,"71,30",
18/05/2018,20 - 21,21 - 22,"67,10",
18/05/2018,21 - 22,22 - 23,"66,00",
18/05/2018,22 - 23,23 - 00,"53,30",
19/05/2018,23 - 00,00 - 01,"65,50",
19/05/2018,00 - 01,01 - 02,"48,58",
19/05/2018,01 - 02,02 - 03,"57,10",
19/05/2018,02 - 03,03 - 04,"54,90",
19/05/2018,03 - 04,04 - 05,"49,60",
19/05/2018,04 - 05,05 - 06,"48,00",
19/05/2018,05 - 06,06 - 07,"45,32",
19/05/2018,06 - 07,07 - 08,"43,00",
19/05/2018,07 - 08,08 - 09,"55,60",
19/05/2018,08 - 09,09 - 10,"66,07",
19/05/2018,09 - 10,10 - 11,"68,01",
19/05/2018,10 - 11,11 - 12,"63,43",
19/05/2018,11 - 12,12 - 13,"49,92",
19/05/2018,12 - 13,13 - 14,"45,50",
19/05/2018,13 - 14,14 - 15,"41,11",
19/05/2018,14 - 15,15 - 16,"40,05",
19/05/2018,15 - 16,16 - 17,"41,90",
19/05/2018,16 - 17,17 - 18,"44,90",
19/05/2018,17 - 18,18 - 19,"52,30",
19/05/2018,18 - 19,19 - 20,"63,60",
19/05/2018,19 - 20,20 - 21,"71,92",
19/05/2018,20 - 21,21 - 22,"69,93",
19/05/2018,21 - 22,22 - 23,"69,30",
19/05/2018,22 - 23,23 - 00,"54,06",
20/05/2018,23 - 00,00 - 01,"58,00",
20/05/2018,00 - 01,01 - 02,"54,00",
20/05/2018,01 - 02,02 - 03,"59,00",
20/05/2018,02 - 03,03 - 04,"52,60",
20/05/2018,03 - 04,04 - 05,"46,00",
20/05/2018,04 - 05,05 - 06,"40,00",
20/05/2018,05 - 06,06 - 07,"40,00",
20/05/2018,06 - 07,07 - 08,"40,00",
20/05/2018,07 - 08,08 - 09,"46,97",
20/05/2018,08 - 09,09 - 10,"50,00",
20/05/2018,09 - 10,10 - 11,"49,99",
20/05/2018,10 - 11,11 - 12,"60,06",
20/05/2018,11 - 12,12 - 13,"47,24",
20/05/2018,12 - 13,13 - 14,"47,24",
20/05/2018,13 - 14,14 - 15,"50,50",
20/05/2018,14 - 15,15 - 16,"47,24",
20/05/2018,15 - 16,16 - 17,"45,00",
20/05/2018,16 - 17,17 - 18,"47,24",
20/05/2018,17 - 18,18 - 19,"58,00",
20/05/2018,18 - 19,19 - 20,"64,30",
20/05/2018,19 - 20,20 - 21,"70,00",
20/05/2018,20 - 21,21 - 22,"72,00",
